file,true_mod,snr_db,hypothesis,correct,carrier_lock,measured_ber,decodes,status,other_failed
2fsk_8dB_2025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_2025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_3025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_3025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_3025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_3025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_4025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_4025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_4025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_4025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_5025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_5025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_5025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_5025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_6025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_6025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_6025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_6025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_7025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_7025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_7025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_7025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
2fsk_8dB_8025,2fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_8025,2fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
2fsk_8dB_8025,2fsk,8.0,8psk,False,,1.0,False,failed,signal_present
2fsk_8dB_8025,2fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_2032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_2032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_2032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_2032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_3032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_3032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_3032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_3032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_4032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_4032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_4032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_4032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_5032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_5032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_5032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_5032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_6032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_6032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_6032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_6032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_7032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_7032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_7032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_7032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_10dB_8032,4fsk,10.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_8032,4fsk,10.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_10dB_8032,4fsk,10.0,8psk,False,,1.0,False,failed,signal_present
4fsk_10dB_8032,4fsk,10.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_2033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_2033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_2033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_2033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_3033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_3033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_3033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_3033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_4033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_4033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_4033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_4033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_5033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_5033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_5033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_5033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_6033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_6033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_6033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_6033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_7033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_7033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_7033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_7033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_13dB_8033,4fsk,13.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_8033,4fsk,13.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_13dB_8033,4fsk,13.0,8psk,False,,1.0,False,failed,signal_present
4fsk_13dB_8033,4fsk,13.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_2034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_2034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_2034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_2034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_3034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_3034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_3034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_3034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_4034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_4034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_4034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_4034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_5034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_5034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_5034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_5034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_6034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_6034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_6034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_6034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_7034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_7034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_7034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_7034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_15dB_8034,4fsk,15.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_8034,4fsk,15.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_15dB_8034,4fsk,15.0,8psk,False,,1.0,False,failed,signal_present
4fsk_15dB_8034,4fsk,15.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_2035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_2035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_2035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_2035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_3035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_3035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_3035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_3035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_4035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_4035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_4035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_4035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_5035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_5035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_5035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_5035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_6035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_6035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_6035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_6035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_7035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_7035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_7035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_7035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_20dB_8035,4fsk,20.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_8035,4fsk,20.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_20dB_8035,4fsk,20.0,8psk,False,,1.0,False,failed,signal_present
4fsk_20dB_8035,4fsk,20.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_2030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_2030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_2030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_2030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_3030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_3030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_3030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_3030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_4030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_4030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_4030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_4030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_5030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_5030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_5030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_5030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_6030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_6030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_6030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_6030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_7030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_7030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_7030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_7030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_4dB_8030,4fsk,4.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_8030,4fsk,4.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_4dB_8030,4fsk,4.0,8psk,False,,1.0,False,failed,signal_present
4fsk_4dB_8030,4fsk,4.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_2031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_2031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_2031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_2031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_3031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_3031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_3031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_3031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_4031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_4031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_4031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_4031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_5031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_5031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_5031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_5031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_6031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_6031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_6031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_6031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_7031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_7031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_7031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_7031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
4fsk_8dB_8031,4fsk,8.0,bpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_8031,4fsk,8.0,qpsk,False,,1.0,False,failed,signal_present
4fsk_8dB_8031,4fsk,8.0,8psk,False,,1.0,False,failed,signal_present
4fsk_8dB_8031,4fsk,8.0,16qam,False,,1.0,False,failed,signal_present
8psk_10dB_2014,8psk,10.0,bpsk,False,0.0139,0.480679,False,low_confidence,output_usable
8psk_10dB_2014,8psk,10.0,qpsk,False,0.0088,0.486092,False,low_confidence,
8psk_10dB_2014,8psk,10.0,8psk,True,0.6594,0.000301,True,ok,
8psk_10dB_2014,8psk,10.0,16qam,False,0.0329,0.482333,False,low_confidence,alphabet_used
8psk_10dB_3014,8psk,10.0,bpsk,False,0.0234,0.48122,False,low_confidence,output_usable
8psk_10dB_3014,8psk,10.0,qpsk,False,0.0213,0.48517,False,low_confidence,
8psk_10dB_3014,8psk,10.0,8psk,True,0.6508,0.0002,True,ok,
8psk_10dB_3014,8psk,10.0,16qam,False,0.0441,0.483517,False,low_confidence,alphabet_used
8psk_10dB_4014,8psk,10.0,bpsk,False,0.0246,0.480013,False,low_confidence,output_usable
8psk_10dB_4014,8psk,10.0,qpsk,False,0.0193,0.486161,False,low_confidence,
8psk_10dB_4014,8psk,10.0,8psk,True,0.672,0.000351,True,ok,
8psk_10dB_4014,8psk,10.0,16qam,False,0.0824,0.484105,False,low_confidence,alphabet_used
8psk_10dB_5014,8psk,10.0,bpsk,False,0.0161,0.481028,False,low_confidence,output_usable
8psk_10dB_5014,8psk,10.0,qpsk,False,0.0192,0.485527,False,low_confidence,
8psk_10dB_5014,8psk,10.0,8psk,True,0.6655,0.000251,True,ok,
8psk_10dB_5014,8psk,10.0,16qam,False,0.0119,0.484473,False,low_confidence,alphabet_used
8psk_10dB_6014,8psk,10.0,bpsk,False,0.0245,0.481731,False,low_confidence,output_usable
8psk_10dB_6014,8psk,10.0,qpsk,False,0.0345,0.484101,False,low_confidence,
8psk_10dB_6014,8psk,10.0,8psk,True,0.6514,0.000401,True,ok,
8psk_10dB_6014,8psk,10.0,16qam,False,0.0165,0.485405,False,low_confidence,alphabet_used
8psk_10dB_7014,8psk,10.0,bpsk,False,0.0447,0.478032,False,low_confidence,output_usable
8psk_10dB_7014,8psk,10.0,qpsk,False,0.0141,0.481916,False,low_confidence,
8psk_10dB_7014,8psk,10.0,8psk,True,0.6511,0.000251,True,ok,
8psk_10dB_7014,8psk,10.0,16qam,False,0.0382,0.484525,False,low_confidence,alphabet_used
8psk_10dB_8014,8psk,10.0,bpsk,False,0.0167,0.480934,False,low_confidence,output_usable
8psk_10dB_8014,8psk,10.0,qpsk,False,0.008,0.486021,False,low_confidence,
8psk_10dB_8014,8psk,10.0,8psk,True,0.6603,0.000301,True,ok,
8psk_10dB_8014,8psk,10.0,16qam,False,0.023,0.484666,False,low_confidence,alphabet_used
8psk_13dB_2015,8psk,13.0,bpsk,False,0.0131,0.480752,False,low_confidence,output_usable
8psk_13dB_2015,8psk,13.0,qpsk,False,0.0128,0.48576,False,low_confidence,
8psk_13dB_2015,8psk,13.0,8psk,True,0.8023,0.0,True,ok,
8psk_13dB_2015,8psk,13.0,16qam,False,0.0466,0.483454,False,low_confidence,alphabet_used
8psk_13dB_3015,8psk,13.0,bpsk,False,0.0245,0.481491,False,low_confidence,output_usable
8psk_13dB_3015,8psk,13.0,qpsk,False,0.0066,0.483955,False,low_confidence,
8psk_13dB_3015,8psk,13.0,8psk,True,0.8108,0.0,True,ok,
8psk_13dB_3015,8psk,13.0,16qam,False,0.051,0.483704,False,low_confidence,alphabet_used
8psk_13dB_4015,8psk,13.0,bpsk,False,0.0228,0.480605,False,low_confidence,output_usable
8psk_13dB_4015,8psk,13.0,qpsk,False,0.0359,0.485518,False,low_confidence,
8psk_13dB_4015,8psk,13.0,8psk,True,0.8178,0.0,True,ok,
8psk_13dB_4015,8psk,13.0,16qam,False,0.031,0.484614,False,low_confidence,alphabet_used
8psk_13dB_5015,8psk,13.0,bpsk,False,0.0234,0.481241,False,low_confidence,output_usable
8psk_13dB_5015,8psk,13.0,qpsk,False,0.0243,0.485759,False,low_confidence,
8psk_13dB_5015,8psk,13.0,8psk,True,0.8026,0.0,True,ok,
8psk_13dB_5015,8psk,13.0,16qam,False,0.0184,0.48285,False,low_confidence,alphabet_used
8psk_13dB_6015,8psk,13.0,bpsk,False,0.0101,0.4806,False,low_confidence,output_usable
8psk_13dB_6015,8psk,13.0,qpsk,False,0.0211,0.485167,False,low_confidence,
8psk_13dB_6015,8psk,13.0,8psk,True,0.8031,0.0,True,ok,
8psk_13dB_6015,8psk,13.0,16qam,False,0.016,0.484115,False,low_confidence,alphabet_used
8psk_13dB_7015,8psk,13.0,bpsk,False,0.0254,0.481096,False,low_confidence,output_usable
8psk_13dB_7015,8psk,13.0,qpsk,False,0.0041,0.484543,False,low_confidence,
8psk_13dB_7015,8psk,13.0,8psk,True,0.8033,0.0,True,ok,
8psk_13dB_7015,8psk,13.0,16qam,False,0.0322,0.484543,False,low_confidence,alphabet_used
8psk_13dB_8015,8psk,13.0,bpsk,False,0.0272,0.479203,False,low_confidence,output_usable
8psk_13dB_8015,8psk,13.0,qpsk,False,0.0072,0.48499,False,low_confidence,
8psk_13dB_8015,8psk,13.0,8psk,True,0.8148,0.0,True,ok,
8psk_13dB_8015,8psk,13.0,16qam,False,0.0698,0.48529,False,low_confidence,alphabet_used
8psk_15dB_2016,8psk,15.0,bpsk,False,0.0249,0.481679,False,low_confidence,output_usable
8psk_15dB_2016,8psk,15.0,qpsk,False,0.0098,0.486024,False,low_confidence,
8psk_15dB_2016,8psk,15.0,8psk,True,0.879,0.0,True,ok,
8psk_15dB_2016,8psk,15.0,16qam,False,0.0178,0.484217,False,low_confidence,alphabet_used
8psk_15dB_3016,8psk,15.0,bpsk,False,0.0253,0.478143,False,low_confidence,output_usable
8psk_15dB_3016,8psk,15.0,qpsk,False,0.0185,0.486247,False,low_confidence,
8psk_15dB_3016,8psk,15.0,8psk,True,0.8862,0.0,True,ok,
8psk_15dB_3016,8psk,15.0,16qam,False,0.0288,0.484142,False,low_confidence,alphabet_used
8psk_15dB_4016,8psk,15.0,bpsk,False,0.0097,0.481393,False,low_confidence,output_usable
8psk_15dB_4016,8psk,15.0,qpsk,False,0.0242,0.485724,False,low_confidence,
8psk_15dB_4016,8psk,15.0,8psk,True,0.8725,0.0,True,ok,
8psk_15dB_4016,8psk,15.0,16qam,False,0.0694,0.48447,False,low_confidence,alphabet_used
8psk_15dB_5016,8psk,15.0,bpsk,False,0.0163,0.481393,False,low_confidence,output_usable
8psk_15dB_5016,8psk,15.0,qpsk,False,0.0335,0.483342,False,low_confidence,
8psk_15dB_5016,8psk,15.0,8psk,True,0.8719,0.0,True,ok,
8psk_15dB_5016,8psk,15.0,16qam,False,0.0087,0.484195,False,low_confidence,alphabet_used
8psk_15dB_6016,8psk,15.0,bpsk,False,0.0203,0.481412,False,low_confidence,output_usable
8psk_15dB_6016,8psk,15.0,qpsk,False,0.0142,0.486138,False,low_confidence,
8psk_15dB_6016,8psk,15.0,8psk,True,0.8821,0.0,True,ok,
8psk_15dB_6016,8psk,15.0,16qam,False,0.0533,0.483682,False,low_confidence,alphabet_used
8psk_15dB_7016,8psk,15.0,bpsk,False,0.0198,0.481238,False,low_confidence,output_usable
8psk_15dB_7016,8psk,15.0,qpsk,False,0.0202,0.484076,False,low_confidence,
8psk_15dB_7016,8psk,15.0,8psk,True,0.8709,0.0,True,ok,
8psk_15dB_7016,8psk,15.0,16qam,False,0.0177,0.485029,False,low_confidence,alphabet_used
8psk_15dB_8016,8psk,15.0,bpsk,False,0.0163,0.480469,False,low_confidence,output_usable
8psk_15dB_8016,8psk,15.0,qpsk,False,0.0213,0.483659,False,low_confidence,
8psk_15dB_8016,8psk,15.0,8psk,True,0.8668,0.0,True,ok,
8psk_15dB_8016,8psk,15.0,16qam,False,0.0617,0.484762,False,low_confidence,alphabet_used
8psk_20dB_2017,8psk,20.0,bpsk,False,0.0445,0.480115,False,low_confidence,output_usable
8psk_20dB_2017,8psk,20.0,qpsk,False,0.0293,0.483318,False,low_confidence,
8psk_20dB_2017,8psk,20.0,8psk,True,0.9574,0.0,True,ok,
8psk_20dB_2017,8psk,20.0,16qam,False,0.0293,0.484571,False,low_confidence,alphabet_used
8psk_20dB_3017,8psk,20.0,bpsk,False,0.0099,0.480318,False,low_confidence,output_usable
8psk_20dB_3017,8psk,20.0,qpsk,False,0.0158,0.483116,False,low_confidence,
8psk_20dB_3017,8psk,20.0,8psk,True,0.9577,0.0,True,ok,
8psk_20dB_3017,8psk,20.0,16qam,False,0.0496,0.484168,False,low_confidence,alphabet_used
8psk_20dB_4017,8psk,20.0,bpsk,False,0.0164,0.480506,False,low_confidence,output_usable
8psk_20dB_4017,8psk,20.0,qpsk,False,0.0041,0.483429,False,low_confidence,
8psk_20dB_4017,8psk,20.0,8psk,True,0.958,0.0,True,ok,
8psk_20dB_4017,8psk,20.0,16qam,False,0.076,0.48348,False,low_confidence,alphabet_used
8psk_20dB_5017,8psk,20.0,bpsk,False,0.012,0.480794,False,low_confidence,output_usable
8psk_20dB_5017,8psk,20.0,qpsk,False,0.0068,0.484935,False,low_confidence,
8psk_20dB_5017,8psk,20.0,8psk,True,0.9572,0.0,True,ok,
8psk_20dB_5017,8psk,20.0,16qam,False,0.0096,0.484634,False,low_confidence,alphabet_used
8psk_20dB_6017,8psk,20.0,bpsk,False,0.01,0.481059,False,low_confidence,output_usable
8psk_20dB_6017,8psk,20.0,qpsk,False,0.0337,0.485598,False,low_confidence,
8psk_20dB_6017,8psk,20.0,8psk,True,0.9564,0.0,True,ok,
8psk_20dB_6017,8psk,20.0,16qam,False,0.0123,0.484647,False,low_confidence,alphabet_used
8psk_20dB_7017,8psk,20.0,bpsk,False,0.0328,0.478397,False,low_confidence,output_usable
8psk_20dB_7017,8psk,20.0,qpsk,False,0.0114,0.484044,False,low_confidence,
8psk_20dB_7017,8psk,20.0,8psk,True,0.9582,0.0,True,ok,
8psk_20dB_7017,8psk,20.0,16qam,False,0.0091,0.483643,False,low_confidence,alphabet_used
8psk_20dB_8017,8psk,20.0,bpsk,False,0.0044,0.479126,False,low_confidence,output_usable
8psk_20dB_8017,8psk,20.0,qpsk,False,0.0052,0.485217,False,low_confidence,
8psk_20dB_8017,8psk,20.0,8psk,True,0.9571,0.0,True,ok,
8psk_20dB_8017,8psk,20.0,16qam,False,0.0065,0.485367,False,low_confidence,alphabet_used
8psk_4dB_2012,8psk,4.0,bpsk,False,0.0189,0.482795,False,low_confidence,output_usable
8psk_4dB_2012,8psk,4.0,qpsk,False,0.0078,0.486356,False,low_confidence,
8psk_4dB_2012,8psk,4.0,8psk,True,0.1625,0.230387,False,low_confidence,
8psk_4dB_2012,8psk,4.0,16qam,False,0.03,0.484551,False,low_confidence,output_usable
8psk_4dB_3012,8psk,4.0,bpsk,False,0.0255,0.480272,False,low_confidence,output_usable
8psk_4dB_3012,8psk,4.0,qpsk,False,0.008,0.484616,False,low_confidence,
8psk_4dB_3012,8psk,4.0,8psk,True,0.1401,0.30477,False,low_confidence,
8psk_4dB_3012,8psk,4.0,16qam,False,0.0347,0.484065,False,low_confidence,
8psk_4dB_4012,8psk,4.0,bpsk,False,0.0117,0.481904,False,low_confidence,output_usable
8psk_4dB_4012,8psk,4.0,qpsk,False,0.0208,0.481576,False,low_confidence,
8psk_4dB_4012,8psk,4.0,8psk,True,0.1389,0.065875,False,low_confidence,
8psk_4dB_4012,8psk,4.0,16qam,False,0.0439,0.484584,False,low_confidence,
