file,scheme,snr_db,envelope_variance,std_over_mean
16qam_10dB_2020.wav,16qam,10,0.17976356075859576,0.42398533082949436
16qam_10dB_3020.wav,16qam,10,0.18212213676609226,0.426757702644126
16qam_10dB_4020.wav,16qam,10,0.17954029592157972,0.42372195591163286
16qam_10dB_5020.wav,16qam,10,0.1805723041312177,0.4249380003379525
16qam_10dB_6020.wav,16qam,10,0.18058386055474482,0.42495159789644843
16qam_10dB_7020.wav,16qam,10,0.181514381717468,0.42604504658248055
16qam_10dB_8020.wav,16qam,10,0.18083992045286668,0.4252527724223167
16qam_13dB_2021.wav,16qam,13,0.17225414901820477,0.4150351178131855
16qam_13dB_3021.wav,16qam,13,0.17235851882808284,0.4151608348918318
16qam_13dB_4021.wav,16qam,13,0.17114478347499312,0.4136964871436463
16qam_13dB_5021.wav,16qam,13,0.1713880036861257,0.4139903425034522
16qam_13dB_6021.wav,16qam,13,0.1727036507279946,0.4155762874948408
16qam_13dB_7021.wav,16qam,13,0.17012872196989295,0.4124666313411219
16qam_13dB_8021.wav,16qam,13,0.17330188459642773,0.4162954294685779
16qam_15dB_2022.wav,16qam,15,0.17143349033891722,0.4140452757113855
16qam_15dB_3022.wav,16qam,15,0.16655735605226762,0.40811439089092116
16qam_15dB_4022.wav,16qam,15,0.17345422383965273,0.4164783593893598
16qam_15dB_5022.wav,16qam,15,0.17053266491976526,0.4129560084558224
16qam_15dB_6022.wav,16qam,15,0.16944031341901133,0.4116312833337759
16qam_15dB_7022.wav,16qam,15,0.16965161587156838,0.4118878680800982
16qam_15dB_8022.wav,16qam,15,0.16856157610199102,0.4105625118078744
16qam_20dB_2023.wav,16qam,20,0.16410361874533697,0.4050970485517476
16qam_20dB_3023.wav,16qam,20,0.16344084484176125,0.40427817754828327
16qam_20dB_4023.wav,16qam,20,0.1652241207464941,0.40647770018353296
16qam_20dB_5023.wav,16qam,20,0.16414270242925155,0.4051452855819151
16qam_20dB_6023.wav,16qam,20,0.1658905029571042,0.40729657862189833
16qam_20dB_7023.wav,16qam,20,0.1630983158272651,0.40385432500750207
16qam_20dB_8023.wav,16qam,20,0.163385112916971,0.4042092439776347
16qam_4dB_2018.wav,16qam,4,0.21408963174715823,0.4626982080656443
16qam_4dB_3018.wav,16qam,4,0.21896684640921377,0.4679389344874112
16qam_4dB_4018.wav,16qam,4,0.2158952642715336,0.4646453101792093
16qam_4dB_5018.wav,16qam,4,0.21890816108085293,0.4678762241029703
16qam_4dB_6018.wav,16qam,4,0.21578870106015346,0.46453062445887616
16qam_4dB_7018.wav,16qam,4,0.21924331283514636,0.4682342499595116
16qam_4dB_8018.wav,16qam,4,0.22022845076691328,0.46928504212995464
16qam_8dB_2019.wav,16qam,8,0.19046433478860622,0.4364221978641854
16qam_8dB_3019.wav,16qam,8,0.1922312808171337,0.4384418784937562
16qam_8dB_4019.wav,16qam,8,0.18887181883153498,0.43459385503195397
16qam_8dB_5019.wav,16qam,8,0.1937827446903066,0.44020761543879117
