knob,scheme,file,snr_db,arm,carrier_bw,timing_bw,status,measured_ber,decodes,secs
timing,8psk,8psk_10dB_8014,10.0,clean,0.04,0.002,ok,0.000301,True,0.3
timing,8psk,8psk_13dB_2015,13.0,clean,0.04,0.002,ok,0.0,True,0.303
timing,8psk,8psk_13dB_3015,13.0,clean,0.04,0.002,ok,0.0,True,0.288
timing,8psk,8psk_13dB_4015,13.0,clean,0.04,0.002,ok,0.0,True,0.293
timing,8psk,8psk_13dB_5015,13.0,clean,0.04,0.002,ok,0.0,True,0.307
timing,8psk,8psk_13dB_6015,13.0,clean,0.04,0.002,ok,0.0,True,0.299
timing,8psk,8psk_13dB_7015,13.0,clean,0.04,0.002,ok,0.0,True,0.296
timing,8psk,8psk_13dB_8015,13.0,clean,0.04,0.002,ok,0.0,True,0.297
timing,8psk,8psk_4dB_2012,4.0,clean,0.04,0.002,low_confidence,0.427919,False,0.304
timing,8psk,8psk_4dB_3012,4.0,clean,0.04,0.002,low_confidence,0.392714,False,0.297
timing,8psk,8psk_4dB_4012,4.0,clean,0.04,0.002,low_confidence,0.434802,False,0.313
timing,8psk,8psk_4dB_5012,4.0,clean,0.04,0.002,low_confidence,0.360575,False,0.299
timing,8psk,8psk_4dB_6012,4.0,clean,0.04,0.002,low_confidence,0.416295,False,0.292
timing,8psk,8psk_4dB_7012,4.0,clean,0.04,0.002,low_confidence,0.384068,False,0.292
timing,8psk,8psk_4dB_8012,4.0,clean,0.04,0.002,low_confidence,0.394782,False,0.299
timing,8psk,8psk_8dB_2013,8.0,clean,0.04,0.002,ok,0.003406,True,0.298
timing,8psk,8psk_8dB_3013,8.0,clean,0.04,0.002,ok,0.003257,True,0.297
timing,8psk,8psk_8dB_4013,8.0,clean,0.04,0.002,ok,0.003358,True,0.303
timing,8psk,8psk_8dB_5013,8.0,clean,0.04,0.002,ok,0.00366,True,0.303
timing,8psk,8psk_8dB_6013,8.0,clean,0.04,0.002,ok,0.00346,True,0.305
timing,8psk,8psk_8dB_7013,8.0,clean,0.04,0.002,ok,0.003462,True,0.297
timing,8psk,8psk_8dB_8013,8.0,clean,0.04,0.002,ok,0.003806,True,0.297
timing,bpsk,bpsk_10dB_2002,10.0,clean,0.02,0.002,ok,0.0,True,0.809
timing,bpsk,bpsk_10dB_3002,10.0,clean,0.02,0.002,ok,0.0,True,0.764
timing,bpsk,bpsk_10dB_4002,10.0,clean,0.02,0.002,ok,0.0,True,0.748
timing,bpsk,bpsk_10dB_5002,10.0,clean,0.02,0.002,ok,0.0,True,0.756
timing,bpsk,bpsk_10dB_6002,10.0,clean,0.02,0.002,ok,0.0,True,0.749
timing,bpsk,bpsk_10dB_7002,10.0,clean,0.02,0.002,ok,0.0,True,0.739
timing,bpsk,bpsk_10dB_8002,10.0,clean,0.02,0.002,ok,0.0,True,0.746
timing,bpsk,bpsk_13dB_2003,13.0,clean,0.02,0.002,ok,0.0,True,0.753
timing,bpsk,bpsk_13dB_3003,13.0,clean,0.02,0.002,ok,0.0,True,0.749
timing,bpsk,bpsk_13dB_4003,13.0,clean,0.02,0.002,ok,0.0,True,0.736
timing,bpsk,bpsk_13dB_5003,13.0,clean,0.02,0.002,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_6003,13.0,clean,0.02,0.002,ok,0.0,True,0.751
timing,bpsk,bpsk_13dB_7003,13.0,clean,0.02,0.002,ok,0.0,True,0.739
timing,bpsk,bpsk_13dB_8003,13.0,clean,0.02,0.002,ok,0.0,True,0.732
timing,bpsk,bpsk_4dB_2000,4.0,clean,0.02,0.002,ok,0.0,True,0.752
timing,bpsk,bpsk_4dB_3000,4.0,clean,0.02,0.002,ok,0.0,True,0.741
timing,bpsk,bpsk_4dB_4000,4.0,clean,0.02,0.002,ok,0.0,True,0.747
timing,bpsk,bpsk_4dB_5000,4.0,clean,0.02,0.002,ok,0.0,True,0.742
timing,bpsk,bpsk_4dB_6000,4.0,clean,0.02,0.002,ok,0.0,True,0.738
timing,bpsk,bpsk_4dB_7000,4.0,clean,0.02,0.002,ok,0.0,True,0.764
timing,bpsk,bpsk_4dB_8000,4.0,clean,0.02,0.002,ok,0.0,True,0.746
timing,bpsk,bpsk_8dB_2001,8.0,clean,0.02,0.002,ok,0.0,True,0.743
timing,bpsk,bpsk_8dB_3001,8.0,clean,0.02,0.002,ok,0.0,True,0.751
timing,bpsk,bpsk_8dB_4001,8.0,clean,0.02,0.002,ok,0.0,True,0.76
timing,bpsk,bpsk_8dB_5001,8.0,clean,0.02,0.002,ok,0.0,True,0.737
timing,bpsk,bpsk_8dB_6001,8.0,clean,0.02,0.002,ok,0.0,True,0.736
timing,bpsk,bpsk_8dB_7001,8.0,clean,0.02,0.002,ok,0.0,True,0.749
timing,bpsk,bpsk_8dB_8001,8.0,clean,0.02,0.002,ok,0.0,True,0.74
timing,qpsk,qpsk_10dB_2008,10.0,clean,0.02,0.002,ok,0.0,True,0.388
timing,qpsk,qpsk_10dB_3008,10.0,clean,0.02,0.002,ok,0.0,True,0.384
timing,qpsk,qpsk_10dB_4008,10.0,clean,0.02,0.002,ok,0.0,True,0.381
timing,qpsk,qpsk_10dB_5008,10.0,clean,0.02,0.002,ok,0.0,True,0.391
timing,qpsk,qpsk_10dB_6008,10.0,clean,0.02,0.002,ok,0.0,True,0.395
timing,qpsk,qpsk_10dB_7008,10.0,clean,0.02,0.002,ok,0.0,True,0.394
timing,qpsk,qpsk_10dB_8008,10.0,clean,0.02,0.002,ok,0.0,True,0.386
timing,qpsk,qpsk_13dB_2009,13.0,clean,0.02,0.002,ok,0.0,True,0.382
timing,qpsk,qpsk_13dB_3009,13.0,clean,0.02,0.002,ok,0.0,True,0.394
timing,qpsk,qpsk_13dB_4009,13.0,clean,0.02,0.002,ok,0.0,True,0.384
timing,qpsk,qpsk_13dB_5009,13.0,clean,0.02,0.002,ok,0.0,True,0.386
timing,qpsk,qpsk_13dB_6009,13.0,clean,0.02,0.002,ok,0.0,True,0.393
timing,qpsk,qpsk_13dB_7009,13.0,clean,0.02,0.002,ok,0.0,True,0.394
timing,qpsk,qpsk_13dB_8009,13.0,clean,0.02,0.002,ok,0.0,True,0.391
timing,qpsk,qpsk_4dB_2006,4.0,clean,0.02,0.002,ok,0.001053,True,0.391
timing,qpsk,qpsk_4dB_3006,4.0,clean,0.02,0.002,ok,0.000853,True,0.382
timing,qpsk,qpsk_4dB_4006,4.0,clean,0.02,0.002,ok,0.000702,True,0.394
timing,qpsk,qpsk_4dB_5006,4.0,clean,0.02,0.002,ok,0.001002,True,0.39
timing,qpsk,qpsk_4dB_6006,4.0,clean,0.02,0.002,ok,0.001152,True,0.386
timing,qpsk,qpsk_4dB_7006,4.0,clean,0.02,0.002,ok,0.001103,True,0.379
timing,qpsk,qpsk_4dB_8006,4.0,clean,0.02,0.002,ok,0.001004,True,0.401
timing,qpsk,qpsk_8dB_2007,8.0,clean,0.02,0.002,ok,0.0,True,0.392
timing,qpsk,qpsk_8dB_3007,8.0,clean,0.02,0.002,ok,0.0,True,0.395
timing,qpsk,qpsk_8dB_4007,8.0,clean,0.02,0.002,ok,0.0,True,0.39
timing,qpsk,qpsk_8dB_5007,8.0,clean,0.02,0.002,ok,0.0,True,0.389
timing,qpsk,qpsk_8dB_6007,8.0,clean,0.02,0.002,ok,0.0,True,0.386
timing,qpsk,qpsk_8dB_7007,8.0,clean,0.02,0.002,ok,0.0,True,0.386
timing,qpsk,qpsk_8dB_8007,8.0,clean,0.02,0.002,ok,0.0,True,0.387
timing,16qam,16qam_10dB_2020,10.0,phase,0.04,0.002,ok,0.003609,True,0.21
timing,16qam,16qam_10dB_3020,10.0,phase,0.04,0.002,ok,0.002811,True,0.201
timing,16qam,16qam_10dB_4020,10.0,phase,0.04,0.002,ok,0.003208,True,0.21
timing,16qam,16qam_10dB_5020,10.0,phase,0.04,0.002,ok,0.003306,True,0.207
timing,16qam,16qam_10dB_6020,10.0,phase,0.04,0.002,ok,0.003056,True,0.207
timing,16qam,16qam_10dB_7020,10.0,phase,0.04,0.002,ok,0.003258,True,0.211
timing,16qam,16qam_10dB_8020,10.0,phase,0.04,0.002,ok,0.003211,True,0.207
timing,16qam,16qam_13dB_2021,13.0,phase,0.04,0.002,ok,0.00015,True,0.207
timing,16qam,16qam_13dB_3021,13.0,phase,0.04,0.002,ok,0.0001,True,0.2
timing,16qam,16qam_13dB_4021,13.0,phase,0.04,0.002,ok,0.0,True,0.198
timing,16qam,16qam_13dB_5021,13.0,phase,0.04,0.002,ok,0.0,True,0.208
timing,16qam,16qam_13dB_6021,13.0,phase,0.04,0.002,ok,5e-05,True,0.203
timing,16qam,16qam_13dB_7021,13.0,phase,0.04,0.002,ok,0.0,True,0.206
timing,16qam,16qam_13dB_8021,13.0,phase,0.04,0.002,ok,5e-05,True,0.206
timing,16qam,16qam_4dB_2018,4.0,phase,0.04,0.002,low_confidence,0.370981,False,0.21
timing,16qam,16qam_4dB_3018,4.0,phase,0.04,0.002,low_confidence,0.414846,False,0.209
timing,16qam,16qam_4dB_4018,4.0,phase,0.04,0.002,low_confidence,0.393796,False,0.204
timing,16qam,16qam_4dB_5018,4.0,phase,0.04,0.002,low_confidence,0.413181,False,0.207
timing,16qam,16qam_4dB_6018,4.0,phase,0.04,0.002,low_confidence,0.388783,False,0.208
timing,16qam,16qam_4dB_7018,4.0,phase,0.04,0.002,low_confidence,0.381208,False,0.207
timing,16qam,16qam_4dB_8018,4.0,phase,0.04,0.002,low_confidence,0.3517,False,0.216
timing,16qam,16qam_8dB_2019,8.0,phase,0.04,0.002,ok,0.093268,False,0.207
timing,16qam,16qam_8dB_3019,8.0,phase,0.04,0.002,ok,0.014601,False,0.211
timing,16qam,16qam_8dB_4019,8.0,phase,0.04,0.002,ok,0.017513,False,0.206
timing,16qam,16qam_8dB_5019,8.0,phase,0.04,0.002,ok,0.017556,False,0.203
timing,16qam,16qam_8dB_6019,8.0,phase,0.04,0.002,ok,0.022169,False,0.202
timing,16qam,16qam_8dB_7019,8.0,phase,0.04,0.002,ok,0.015098,False,0.201
timing,16qam,16qam_8dB_8019,8.0,phase,0.04,0.002,ok,0.065331,False,0.205
timing,8psk,8psk_10dB_2014,10.0,phase,0.04,0.002,ok,0.000401,True,0.29
timing,8psk,8psk_10dB_3014,10.0,phase,0.04,0.002,ok,0.000401,True,0.294
timing,8psk,8psk_10dB_4014,10.0,phase,0.04,0.002,ok,0.000501,True,0.29
timing,8psk,8psk_10dB_5014,10.0,phase,0.04,0.002,ok,0.000301,True,0.294
timing,8psk,8psk_10dB_6014,10.0,phase,0.04,0.002,ok,0.000552,True,0.3
timing,8psk,8psk_10dB_7014,10.0,phase,0.04,0.002,ok,0.000451,True,0.29
timing,8psk,8psk_10dB_8014,10.0,phase,0.04,0.002,ok,0.000301,True,0.292
timing,8psk,8psk_13dB_2015,13.0,phase,0.04,0.002,ok,0.0,True,0.29
timing,8psk,8psk_13dB_3015,13.0,phase,0.04,0.002,ok,0.0,True,0.291
timing,8psk,8psk_13dB_4015,13.0,phase,0.04,0.002,ok,0.0,True,0.289
timing,8psk,8psk_13dB_5015,13.0,phase,0.04,0.002,ok,0.0,True,0.291
timing,8psk,8psk_13dB_6015,13.0,phase,0.04,0.002,ok,0.0,True,0.295
timing,8psk,8psk_13dB_7015,13.0,phase,0.04,0.002,ok,0.0,True,0.296
timing,8psk,8psk_13dB_8015,13.0,phase,0.04,0.002,ok,0.0,True,0.299
timing,8psk,8psk_4dB_2012,4.0,phase,0.04,0.002,low_confidence,0.398575,False,0.289
timing,8psk,8psk_4dB_3012,4.0,phase,0.04,0.002,low_confidence,0.371217,False,0.296
timing,8psk,8psk_4dB_4012,4.0,phase,0.04,0.002,low_confidence,0.421166,False,0.315
timing,8psk,8psk_4dB_5012,4.0,phase,0.04,0.002,low_confidence,0.360174,False,0.32
timing,8psk,8psk_4dB_6012,4.0,phase,0.04,0.002,low_confidence,0.365154,False,0.33
timing,8psk,8psk_4dB_7012,4.0,phase,0.04,0.002,low_confidence,0.384068,False,0.296
timing,8psk,8psk_4dB_8012,4.0,phase,0.04,0.002,low_confidence,0.402594,False,0.298
timing,8psk,8psk_8dB_2013,8.0,phase,0.04,0.002,ok,0.003406,True,0.292
timing,8psk,8psk_8dB_3013,8.0,phase,0.04,0.002,ok,0.003257,True,0.298
timing,8psk,8psk_8dB_4013,8.0,phase,0.04,0.002,ok,0.003358,True,0.303
timing,8psk,8psk_8dB_5013,8.0,phase,0.04,0.002,ok,0.00361,True,0.303
timing,8psk,8psk_8dB_6013,8.0,phase,0.04,0.002,ok,0.00346,True,0.298
timing,8psk,8psk_8dB_7013,8.0,phase,0.04,0.002,ok,0.003462,True,0.294
timing,8psk,8psk_8dB_8013,8.0,phase,0.04,0.002,ok,0.003806,True,0.287
timing,bpsk,bpsk_10dB_2002,10.0,phase,0.02,0.002,ok,0.0,True,0.749
timing,bpsk,bpsk_10dB_3002,10.0,phase,0.02,0.002,ok,0.0,True,0.755
timing,bpsk,bpsk_10dB_4002,10.0,phase,0.02,0.002,ok,0.0,True,0.739
timing,bpsk,bpsk_10dB_5002,10.0,phase,0.02,0.002,ok,0.0,True,0.767
timing,bpsk,bpsk_10dB_6002,10.0,phase,0.02,0.002,ok,0.0,True,0.733
timing,bpsk,bpsk_10dB_7002,10.0,phase,0.02,0.002,ok,0.0,True,0.759
timing,bpsk,bpsk_10dB_8002,10.0,phase,0.02,0.002,ok,0.0,True,0.741
timing,bpsk,bpsk_13dB_2003,13.0,phase,0.02,0.002,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_3003,13.0,phase,0.02,0.002,ok,0.0,True,0.755
timing,bpsk,bpsk_13dB_4003,13.0,phase,0.02,0.002,ok,0.0,True,0.742
timing,bpsk,bpsk_13dB_5003,13.0,phase,0.02,0.002,ok,0.0,True,0.753
timing,bpsk,bpsk_13dB_6003,13.0,phase,0.02,0.002,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_7003,13.0,phase,0.02,0.002,ok,0.0,True,0.752
timing,bpsk,bpsk_13dB_8003,13.0,phase,0.02,0.002,ok,0.0,True,0.734
timing,bpsk,bpsk_4dB_2000,4.0,phase,0.02,0.002,ok,0.0,True,0.749
timing,bpsk,bpsk_4dB_3000,4.0,phase,0.02,0.002,ok,0.0,True,0.754
timing,bpsk,bpsk_4dB_4000,4.0,phase,0.02,0.002,ok,0.0,True,0.765
timing,bpsk,bpsk_4dB_5000,4.0,phase,0.02,0.002,ok,0.0,True,0.748
timing,bpsk,bpsk_4dB_6000,4.0,phase,0.02,0.002,ok,0.0,True,0.73
timing,bpsk,bpsk_4dB_7000,4.0,phase,0.02,0.002,ok,0.0,True,0.756
timing,bpsk,bpsk_4dB_8000,4.0,phase,0.02,0.002,ok,0.0,True,0.748
timing,bpsk,bpsk_8dB_2001,8.0,phase,0.02,0.002,ok,0.0,True,0.755
timing,bpsk,bpsk_8dB_3001,8.0,phase,0.02,0.002,ok,0.0,True,0.736
timing,bpsk,bpsk_8dB_4001,8.0,phase,0.02,0.002,ok,0.0,True,0.744
timing,bpsk,bpsk_8dB_5001,8.0,phase,0.02,0.002,ok,0.0,True,0.74
timing,bpsk,bpsk_8dB_6001,8.0,phase,0.02,0.002,ok,0.0,True,0.742
timing,bpsk,bpsk_8dB_7001,8.0,phase,0.02,0.002,ok,0.0,True,0.757
timing,bpsk,bpsk_8dB_8001,8.0,phase,0.02,0.002,ok,0.0,True,0.746
timing,qpsk,qpsk_10dB_2008,10.0,phase,0.02,0.002,ok,0.0,True,0.385
timing,qpsk,qpsk_10dB_3008,10.0,phase,0.02,0.002,ok,0.0,True,0.389
timing,qpsk,qpsk_10dB_4008,10.0,phase,0.02,0.002,ok,0.0,True,0.396
timing,qpsk,qpsk_10dB_5008,10.0,phase,0.02,0.002,ok,0.0,True,0.399
timing,qpsk,qpsk_10dB_6008,10.0,phase,0.02,0.002,ok,0.0,True,0.384
timing,qpsk,qpsk_10dB_7008,10.0,phase,0.02,0.002,ok,0.0,True,0.398
timing,qpsk,qpsk_10dB_8008,10.0,phase,0.02,0.002,ok,0.0,True,0.381
timing,qpsk,qpsk_13dB_2009,13.0,phase,0.02,0.002,ok,0.0,True,0.393
timing,qpsk,qpsk_13dB_3009,13.0,phase,0.02,0.002,ok,0.0,True,0.383
timing,qpsk,qpsk_13dB_4009,13.0,phase,0.02,0.002,ok,0.0,True,0.385
timing,qpsk,qpsk_13dB_5009,13.0,phase,0.02,0.002,ok,0.0,True,0.379
timing,qpsk,qpsk_13dB_6009,13.0,phase,0.02,0.002,ok,0.0,True,0.385
timing,qpsk,qpsk_13dB_7009,13.0,phase,0.02,0.002,ok,0.0,True,0.382
timing,qpsk,qpsk_13dB_8009,13.0,phase,0.02,0.002,ok,0.0,True,0.394
timing,qpsk,qpsk_4dB_2006,4.0,phase,0.02,0.002,ok,0.001053,True,0.397
timing,qpsk,qpsk_4dB_3006,4.0,phase,0.02,0.002,ok,0.000853,True,0.39
timing,qpsk,qpsk_4dB_4006,4.0,phase,0.02,0.002,ok,0.000702,True,0.395
timing,qpsk,qpsk_4dB_5006,4.0,phase,0.02,0.002,ok,0.001002,True,0.398
timing,qpsk,qpsk_4dB_6006,4.0,phase,0.02,0.002,ok,0.001152,True,0.397
timing,qpsk,qpsk_4dB_7006,4.0,phase,0.02,0.002,ok,0.001103,True,0.391
timing,qpsk,qpsk_4dB_8006,4.0,phase,0.02,0.002,ok,0.001004,True,0.386
timing,qpsk,qpsk_8dB_2007,8.0,phase,0.02,0.002,ok,0.0,True,0.388
timing,qpsk,qpsk_8dB_3007,8.0,phase,0.02,0.002,ok,0.0,True,0.386
timing,qpsk,qpsk_8dB_4007,8.0,phase,0.02,0.002,ok,0.0,True,0.393
timing,qpsk,qpsk_8dB_5007,8.0,phase,0.02,0.002,ok,0.0,True,0.406
timing,qpsk,qpsk_8dB_6007,8.0,phase,0.02,0.002,ok,0.0,True,0.394
timing,qpsk,qpsk_8dB_7007,8.0,phase,0.02,0.002,ok,0.0,True,0.393
timing,qpsk,qpsk_8dB_8007,8.0,phase,0.02,0.002,ok,0.0,True,0.384
timing,16qam,16qam_10dB_2020,10.0,clean,0.04,0.004,ok,0.00391,True,0.203
timing,16qam,16qam_10dB_3020,10.0,clean,0.04,0.004,ok,0.002912,True,0.208
timing,16qam,16qam_10dB_4020,10.0,clean,0.04,0.004,ok,0.029925,False,0.199
timing,16qam,16qam_10dB_5020,10.0,clean,0.04,0.004,ok,0.003256,True,0.211
timing,16qam,16qam_10dB_6020,10.0,clean,0.04,0.004,ok,0.003056,True,0.202
timing,16qam,16qam_10dB_7020,10.0,clean,0.04,0.004,ok,0.003158,True,0.205
timing,16qam,16qam_10dB_8020,10.0,clean,0.04,0.004,ok,0.00316,True,0.218
timing,16qam,16qam_13dB_2021,13.0,clean,0.04,0.004,ok,0.00015,True,0.204
timing,16qam,16qam_13dB_3021,13.0,clean,0.04,0.004,ok,0.0001,True,0.209
timing,16qam,16qam_13dB_4021,13.0,clean,0.04,0.004,ok,0.0,True,0.206
timing,16qam,16qam_13dB_5021,13.0,clean,0.04,0.004,ok,0.0,True,0.214
timing,16qam,16qam_13dB_6021,13.0,clean,0.04,0.004,ok,5e-05,True,0.219
timing,16qam,16qam_13dB_7021,13.0,clean,0.04,0.004,ok,0.0,True,0.211
timing,16qam,16qam_13dB_8021,13.0,clean,0.04,0.004,ok,0.0,True,0.204
timing,16qam,16qam_4dB_2018,4.0,clean,0.04,0.004,low_confidence,0.389963,False,0.214
timing,16qam,16qam_4dB_3018,4.0,clean,0.04,0.004,low_confidence,0.384824,False,0.204
timing,16qam,16qam_4dB_4018,4.0,clean,0.04,0.004,low_confidence,0.396858,False,0.207
timing,16qam,16qam_4dB_5018,4.0,clean,0.04,0.004,low_confidence,0.416391,False,0.211
timing,16qam,16qam_4dB_6018,4.0,clean,0.04,0.004,low_confidence,0.381616,False,0.208
timing,16qam,16qam_4dB_7018,4.0,clean,0.04,0.004,low_confidence,0.366108,False,0.209
timing,16qam,16qam_4dB_8018,4.0,clean,0.04,0.004,low_confidence,0.403189,False,0.208
timing,16qam,16qam_8dB_2019,8.0,clean,0.04,0.004,ok,0.21669,False,0.206
timing,16qam,16qam_8dB_3019,8.0,clean,0.04,0.004,ok,0.16854,False,0.209
timing,16qam,16qam_8dB_4019,8.0,clean,0.04,0.004,ok,0.019821,False,0.202
timing,16qam,16qam_8dB_5019,8.0,clean,0.04,0.004,ok,0.206511,False,0.203
timing,16qam,16qam_8dB_6019,8.0,clean,0.04,0.004,ok,0.020815,False,0.212
timing,16qam,16qam_8dB_7019,8.0,clean,0.04,0.004,ok,0.015901,False,0.208
timing,16qam,16qam_8dB_8019,8.0,clean,0.04,0.004,ok,0.013978,False,0.209
timing,8psk,8psk_10dB_2014,10.0,clean,0.04,0.004,ok,0.000551,True,0.292
timing,8psk,8psk_10dB_3014,10.0,clean,0.04,0.004,ok,0.000401,True,0.292
timing,8psk,8psk_10dB_4014,10.0,clean,0.04,0.004,ok,0.000451,True,0.295
timing,8psk,8psk_10dB_5014,10.0,clean,0.04,0.004,ok,0.000301,True,0.289
timing,8psk,8psk_10dB_6014,10.0,clean,0.04,0.004,ok,0.000602,True,0.293
timing,8psk,8psk_10dB_7014,10.0,clean,0.04,0.004,ok,0.000502,True,0.305
timing,8psk,8psk_10dB_8014,10.0,clean,0.04,0.004,ok,0.000301,True,0.296
timing,8psk,8psk_13dB_2015,13.0,clean,0.04,0.004,ok,0.0,True,0.298
timing,8psk,8psk_13dB_3015,13.0,clean,0.04,0.004,ok,0.0,True,0.304
timing,8psk,8psk_13dB_4015,13.0,clean,0.04,0.004,ok,0.0,True,0.289
timing,8psk,8psk_13dB_5015,13.0,clean,0.04,0.004,ok,0.0,True,0.289
timing,8psk,8psk_13dB_6015,13.0,clean,0.04,0.004,ok,0.0,True,0.293
timing,8psk,8psk_13dB_7015,13.0,clean,0.04,0.004,ok,0.0,True,0.297
timing,8psk,8psk_13dB_8015,13.0,clean,0.04,0.004,ok,0.0,True,0.294
timing,8psk,8psk_4dB_2012,4.0,clean,0.04,0.004,low_confidence,0.391001,False,0.297
timing,8psk,8psk_4dB_3012,4.0,clean,0.04,0.004,low_confidence,0.400631,False,0.303
timing,8psk,8psk_4dB_4012,4.0,clean,0.04,0.004,low_confidence,0.43019,False,0.297
timing,8psk,8psk_4dB_5012,4.0,clean,0.04,0.004,low_confidence,0.403568,False,0.29
timing,8psk,8psk_4dB_6012,4.0,clean,0.04,0.004,low_confidence,0.390323,False,0.299
timing,8psk,8psk_4dB_7012,4.0,clean,0.04,0.004,low_confidence,0.470898,False,0.296
timing,8psk,8psk_4dB_8012,4.0,clean,0.04,0.004,low_confidence,0.420272,False,0.31
timing,8psk,8psk_8dB_2013,8.0,clean,0.04,0.004,ok,0.003406,True,0.29
timing,8psk,8psk_8dB_3013,8.0,clean,0.04,0.004,ok,0.003357,True,0.291
timing,8psk,8psk_8dB_4013,8.0,clean,0.04,0.004,ok,0.003458,True,0.29
timing,8psk,8psk_8dB_5013,8.0,clean,0.04,0.004,ok,0.00351,True,0.295
timing,8psk,8psk_8dB_6013,8.0,clean,0.04,0.004,ok,0.003409,True,0.292
timing,8psk,8psk_8dB_7013,8.0,clean,0.04,0.004,ok,0.003612,True,0.297
timing,8psk,8psk_8dB_8013,8.0,clean,0.04,0.004,ok,0.003856,True,0.296
timing,bpsk,bpsk_10dB_2002,10.0,clean,0.02,0.004,ok,0.0,True,0.749
timing,bpsk,bpsk_10dB_3002,10.0,clean,0.02,0.004,ok,0.0,True,0.755
timing,bpsk,bpsk_10dB_4002,10.0,clean,0.02,0.004,ok,0.0,True,0.75
timing,bpsk,bpsk_10dB_5002,10.0,clean,0.02,0.004,ok,0.0,True,0.747
timing,bpsk,bpsk_10dB_6002,10.0,clean,0.02,0.004,ok,0.0,True,0.759
timing,bpsk,bpsk_10dB_7002,10.0,clean,0.02,0.004,ok,0.0,True,0.741
timing,bpsk,bpsk_10dB_8002,10.0,clean,0.02,0.004,ok,0.0,True,0.76
timing,bpsk,bpsk_13dB_2003,13.0,clean,0.02,0.004,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_3003,13.0,clean,0.02,0.004,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_4003,13.0,clean,0.02,0.004,ok,0.0,True,0.741
timing,bpsk,bpsk_13dB_5003,13.0,clean,0.02,0.004,ok,0.0,True,0.744
timing,bpsk,bpsk_13dB_6003,13.0,clean,0.02,0.004,ok,0.0,True,0.742
timing,bpsk,bpsk_13dB_7003,13.0,clean,0.02,0.004,ok,0.0,True,0.751
timing,bpsk,bpsk_13dB_8003,13.0,clean,0.02,0.004,ok,0.0,True,0.752
timing,bpsk,bpsk_4dB_2000,4.0,clean,0.02,0.004,ok,0.0,True,0.745
timing,bpsk,bpsk_4dB_3000,4.0,clean,0.02,0.004,ok,0.0,True,0.759
timing,bpsk,bpsk_4dB_4000,4.0,clean,0.02,0.004,ok,0.0,True,0.735
timing,bpsk,bpsk_4dB_5000,4.0,clean,0.02,0.004,ok,0.0,True,0.777
timing,bpsk,bpsk_4dB_6000,4.0,clean,0.02,0.004,ok,0.0,True,0.736
timing,bpsk,bpsk_4dB_7000,4.0,clean,0.02,0.004,ok,0.0,True,0.743
timing,bpsk,bpsk_4dB_8000,4.0,clean,0.02,0.004,ok,0.0,True,0.737
timing,bpsk,bpsk_8dB_2001,8.0,clean,0.02,0.004,ok,0.0,True,0.747
timing,bpsk,bpsk_8dB_3001,8.0,clean,0.02,0.004,ok,0.0,True,0.757
timing,bpsk,bpsk_8dB_4001,8.0,clean,0.02,0.004,ok,0.0,True,0.745
timing,bpsk,bpsk_8dB_5001,8.0,clean,0.02,0.004,ok,0.0,True,0.753
timing,bpsk,bpsk_8dB_6001,8.0,clean,0.02,0.004,ok,0.0,True,0.746
timing,bpsk,bpsk_8dB_7001,8.0,clean,0.02,0.004,ok,0.0,True,0.742
timing,bpsk,bpsk_8dB_8001,8.0,clean,0.02,0.004,ok,0.0,True,0.742
timing,qpsk,qpsk_10dB_2008,10.0,clean,0.02,0.004,ok,0.0,True,0.385
timing,qpsk,qpsk_10dB_3008,10.0,clean,0.02,0.004,ok,0.0,True,0.392
timing,qpsk,qpsk_10dB_4008,10.0,clean,0.02,0.004,ok,0.0,True,0.394
timing,qpsk,qpsk_10dB_5008,10.0,clean,0.02,0.004,ok,0.0,True,0.387
timing,qpsk,qpsk_10dB_6008,10.0,clean,0.02,0.004,ok,0.0,True,0.386
timing,qpsk,qpsk_10dB_7008,10.0,clean,0.02,0.004,ok,0.0,True,0.392
timing,qpsk,qpsk_10dB_8008,10.0,clean,0.02,0.004,ok,0.0,True,0.388
timing,qpsk,qpsk_13dB_2009,13.0,clean,0.02,0.004,ok,0.0,True,0.392
timing,qpsk,qpsk_13dB_3009,13.0,clean,0.02,0.004,ok,0.0,True,0.393
timing,qpsk,qpsk_13dB_4009,13.0,clean,0.02,0.004,ok,0.0,True,0.379
timing,qpsk,qpsk_13dB_5009,13.0,clean,0.02,0.004,ok,0.0,True,0.392
timing,qpsk,qpsk_13dB_6009,13.0,clean,0.02,0.004,ok,0.0,True,0.387
timing,qpsk,qpsk_13dB_7009,13.0,clean,0.02,0.004,ok,0.0,True,0.396
timing,qpsk,qpsk_13dB_8009,13.0,clean,0.02,0.004,ok,0.0,True,0.391
timing,qpsk,qpsk_4dB_2006,4.0,clean,0.02,0.004,ok,0.001154,True,0.396
timing,qpsk,qpsk_4dB_3006,4.0,clean,0.02,0.004,ok,0.000853,True,0.386
timing,qpsk,qpsk_4dB_4006,4.0,clean,0.02,0.004,ok,0.000552,True,0.388
