knob,scheme,file,snr_db,arm,carrier_bw,timing_bw,status,measured_ber,decodes,secs
carrier,bpsk,bpsk_8dB_5001,8.0,offset,0.08,0.004,ok,0.0,True,0.743
carrier,bpsk,bpsk_8dB_6001,8.0,offset,0.08,0.004,ok,0.0,True,0.771
carrier,bpsk,bpsk_8dB_7001,8.0,offset,0.08,0.004,ok,0.0,True,0.744
carrier,bpsk,bpsk_8dB_8001,8.0,offset,0.08,0.004,ok,0.0,True,0.754
carrier,qpsk,qpsk_10dB_2008,10.0,offset,0.08,0.004,ok,0.0,True,0.391
carrier,qpsk,qpsk_10dB_3008,10.0,offset,0.08,0.004,ok,0.0,True,0.381
carrier,qpsk,qpsk_10dB_4008,10.0,offset,0.08,0.004,ok,0.0,True,0.39
carrier,qpsk,qpsk_10dB_5008,10.0,offset,0.08,0.004,ok,5e-05,True,0.387
carrier,qpsk,qpsk_10dB_6008,10.0,offset,0.08,0.004,low_confidence,0.0,True,0.386
carrier,qpsk,qpsk_10dB_7008,10.0,offset,0.08,0.004,ok,0.0,True,0.379
carrier,qpsk,qpsk_10dB_8008,10.0,offset,0.08,0.004,ok,0.0,True,0.396
carrier,qpsk,qpsk_13dB_2009,13.0,offset,0.08,0.004,ok,0.0,True,0.384
carrier,qpsk,qpsk_13dB_3009,13.0,offset,0.08,0.004,ok,0.0,True,0.398
carrier,qpsk,qpsk_13dB_4009,13.0,offset,0.08,0.004,ok,0.0,True,0.386
carrier,qpsk,qpsk_13dB_5009,13.0,offset,0.08,0.004,ok,0.0,True,0.386
carrier,qpsk,qpsk_13dB_6009,13.0,offset,0.08,0.004,ok,0.0,True,0.38
carrier,qpsk,qpsk_13dB_7009,13.0,offset,0.08,0.004,ok,0.0,True,0.389
carrier,qpsk,qpsk_13dB_8009,13.0,offset,0.08,0.004,ok,0.0,True,0.377
carrier,qpsk,qpsk_4dB_2006,4.0,offset,0.08,0.004,ok,0.024881,False,0.391
carrier,qpsk,qpsk_4dB_3006,4.0,offset,0.08,0.004,ok,0.005522,True,0.387
carrier,qpsk,qpsk_4dB_4006,4.0,offset,0.08,0.004,ok,0.146261,False,0.385
carrier,qpsk,qpsk_4dB_5006,4.0,offset,0.08,0.004,ok,0.279086,False,0.382
carrier,qpsk,qpsk_4dB_6006,4.0,offset,0.08,0.004,ok,0.192957,False,0.399
carrier,qpsk,qpsk_4dB_7006,4.0,offset,0.08,0.004,ok,0.001655,True,0.395
carrier,qpsk,qpsk_4dB_8006,4.0,offset,0.08,0.004,ok,0.003212,True,0.386
carrier,qpsk,qpsk_8dB_2007,8.0,offset,0.08,0.004,ok,0.0,True,0.394
carrier,qpsk,qpsk_8dB_3007,8.0,offset,0.08,0.004,ok,0.0,True,0.408
carrier,qpsk,qpsk_8dB_4007,8.0,offset,0.08,0.004,ok,0.0,True,0.389
carrier,qpsk,qpsk_8dB_5007,8.0,offset,0.08,0.004,ok,0.0,True,0.407
carrier,qpsk,qpsk_8dB_6007,8.0,offset,0.08,0.004,ok,0.0,True,0.388
carrier,qpsk,qpsk_8dB_7007,8.0,offset,0.08,0.004,ok,0.0,True,0.388
carrier,qpsk,qpsk_8dB_8007,8.0,offset,0.08,0.004,ok,0.0,True,0.393
timing,16qam,16qam_10dB_2020,10.0,clean,0.04,0.001,ok,0.007018,True,0.201
timing,16qam,16qam_10dB_3020,10.0,clean,0.04,0.001,ok,0.003112,True,0.209
timing,16qam,16qam_10dB_4020,10.0,clean,0.04,0.001,ok,0.003759,True,0.204
timing,16qam,16qam_10dB_5020,10.0,clean,0.04,0.001,ok,0.003607,True,0.213
timing,16qam,16qam_10dB_6020,10.0,clean,0.04,0.001,ok,0.007465,True,0.197
timing,16qam,16qam_10dB_7020,10.0,clean,0.04,0.001,ok,0.078388,False,0.199
timing,16qam,16qam_10dB_8020,10.0,clean,0.04,0.001,ok,0.003461,True,0.207
timing,16qam,16qam_13dB_2021,13.0,clean,0.04,0.001,low_confidence,0.368745,False,0.191
timing,16qam,16qam_13dB_3021,13.0,clean,0.04,0.001,ok,0.00015,True,0.208
timing,16qam,16qam_13dB_4021,13.0,clean,0.04,0.001,ok,0.000501,True,0.203
timing,16qam,16qam_13dB_5021,13.0,clean,0.04,0.001,ok,0.000501,True,0.199
timing,16qam,16qam_13dB_6021,13.0,clean,0.04,0.001,ok,0.001904,True,0.206
timing,16qam,16qam_13dB_7021,13.0,clean,0.04,0.001,ok,0.000501,True,0.208
timing,16qam,16qam_13dB_8021,13.0,clean,0.04,0.001,ok,0.000301,True,0.209
timing,16qam,16qam_4dB_2018,4.0,clean,0.04,0.001,low_confidence,0.47035,False,0.208
timing,16qam,16qam_4dB_3018,4.0,clean,0.04,0.001,low_confidence,0.410585,False,0.209
timing,16qam,16qam_4dB_4018,4.0,clean,0.04,0.001,low_confidence,0.471341,False,0.208
timing,16qam,16qam_4dB_5018,4.0,clean,0.04,0.001,low_confidence,0.450246,False,0.212
timing,16qam,16qam_4dB_6018,4.0,clean,0.04,0.001,low_confidence,0.453789,False,0.212
timing,16qam,16qam_4dB_7018,4.0,clean,0.04,0.001,low_confidence,0.411257,False,0.202
timing,16qam,16qam_4dB_8018,4.0,clean,0.04,0.001,low_confidence,0.47784,False,0.206
timing,16qam,16qam_8dB_2019,8.0,clean,0.04,0.001,ok,0.255159,False,0.204
timing,16qam,16qam_8dB_3019,8.0,clean,0.04,0.001,ok,0.014501,False,0.217
timing,16qam,16qam_8dB_4019,8.0,clean,0.04,0.001,low_confidence,0.40004,False,0.208
timing,16qam,16qam_8dB_5019,8.0,clean,0.04,0.001,ok,0.322582,False,0.199
timing,16qam,16qam_8dB_6019,8.0,clean,0.04,0.001,ok,0.019761,False,0.2
timing,16qam,16qam_8dB_7019,8.0,clean,0.04,0.001,low_confidence,0.02533,False,0.196
timing,16qam,16qam_8dB_8019,8.0,clean,0.04,0.001,ok,0.021092,False,0.211
timing,8psk,8psk_10dB_2014,10.0,clean,0.04,0.001,ok,0.000551,True,0.297
timing,8psk,8psk_10dB_3014,10.0,clean,0.04,0.001,ok,0.000451,True,0.292
timing,8psk,8psk_10dB_4014,10.0,clean,0.04,0.001,ok,0.000486,True,0.276
timing,8psk,8psk_10dB_5014,10.0,clean,0.04,0.001,ok,0.000452,True,0.291
timing,8psk,8psk_10dB_6014,10.0,clean,0.04,0.001,ok,0.000253,True,0.287
timing,8psk,8psk_10dB_7014,10.0,clean,0.04,0.001,ok,0.000401,True,0.297
timing,8psk,8psk_10dB_8014,10.0,clean,0.04,0.001,ok,0.000502,True,0.288
timing,8psk,8psk_13dB_2015,13.0,clean,0.04,0.001,ok,0.0,True,0.299
timing,8psk,8psk_13dB_3015,13.0,clean,0.04,0.001,ok,0.0,True,0.291
timing,8psk,8psk_13dB_4015,13.0,clean,0.04,0.001,ok,0.0,True,0.304
timing,8psk,8psk_13dB_5015,13.0,clean,0.04,0.001,ok,5e-05,True,0.294
timing,8psk,8psk_13dB_6015,13.0,clean,0.04,0.001,ok,0.0,True,0.295
timing,8psk,8psk_13dB_7015,13.0,clean,0.04,0.001,ok,0.0,True,0.301
timing,8psk,8psk_13dB_8015,13.0,clean,0.04,0.001,ok,0.0,True,0.285
timing,8psk,8psk_4dB_2012,4.0,clean,0.04,0.001,low_confidence,0.378862,False,0.293
timing,8psk,8psk_4dB_3012,4.0,clean,0.04,0.001,low_confidence,0.387052,False,0.288
timing,8psk,8psk_4dB_4012,4.0,clean,0.04,0.001,low_confidence,0.44147,False,0.291
timing,8psk,8psk_4dB_5012,4.0,clean,0.04,0.001,low_confidence,0.387082,False,0.294
timing,8psk,8psk_4dB_6012,4.0,clean,0.04,0.001,low_confidence,0.450088,False,0.3
timing,8psk,8psk_4dB_7012,4.0,clean,0.04,0.001,low_confidence,0.376347,False,0.294
timing,8psk,8psk_4dB_8012,4.0,clean,0.04,0.001,low_confidence,0.480669,False,0.285
timing,8psk,8psk_8dB_2013,8.0,clean,0.04,0.001,ok,0.002879,True,0.28
timing,8psk,8psk_8dB_3013,8.0,clean,0.04,0.001,ok,0.003257,True,0.299
timing,8psk,8psk_8dB_4013,8.0,clean,0.04,0.001,ok,0.003887,True,0.283
timing,8psk,8psk_8dB_5013,8.0,clean,0.04,0.001,ok,0.003359,True,0.293
timing,8psk,8psk_8dB_6013,8.0,clean,0.04,0.001,ok,0.126648,False,0.295
timing,8psk,8psk_8dB_7013,8.0,clean,0.04,0.001,ok,0.003462,True,0.291
timing,8psk,8psk_8dB_8013,8.0,clean,0.04,0.001,ok,0.006011,True,0.278
timing,bpsk,bpsk_10dB_2002,10.0,clean,0.02,0.001,ok,0.0,True,0.75
timing,bpsk,bpsk_10dB_3002,10.0,clean,0.02,0.001,ok,0.0,True,0.741
timing,bpsk,bpsk_10dB_4002,10.0,clean,0.02,0.001,ok,0.087669,False,0.751
timing,bpsk,bpsk_10dB_5002,10.0,clean,0.02,0.001,ok,0.0,True,0.737
timing,bpsk,bpsk_10dB_6002,10.0,clean,0.02,0.001,ok,0.0,True,0.741
timing,bpsk,bpsk_10dB_7002,10.0,clean,0.02,0.001,ok,0.0,True,0.744
timing,bpsk,bpsk_10dB_8002,10.0,clean,0.02,0.001,ok,0.0,True,0.754
timing,bpsk,bpsk_13dB_2003,13.0,clean,0.02,0.001,ok,0.0,True,0.745
timing,bpsk,bpsk_13dB_3003,13.0,clean,0.02,0.001,ok,0.022262,False,0.741
timing,bpsk,bpsk_13dB_4003,13.0,clean,0.02,0.001,ok,0.000402,True,0.754
timing,bpsk,bpsk_13dB_5003,13.0,clean,0.02,0.001,ok,0.0,True,0.736
timing,bpsk,bpsk_13dB_6003,13.0,clean,0.02,0.001,ok,0.028072,False,0.735
timing,bpsk,bpsk_13dB_7003,13.0,clean,0.02,0.001,ok,0.0,True,0.762
timing,bpsk,bpsk_13dB_8003,13.0,clean,0.02,0.001,ok,0.0,True,0.756
timing,bpsk,bpsk_4dB_2000,4.0,clean,0.02,0.001,ok,0.0,True,0.756
timing,bpsk,bpsk_4dB_3000,4.0,clean,0.02,0.001,ok,0.0,True,0.733
timing,bpsk,bpsk_4dB_4000,4.0,clean,0.02,0.001,ok,0.0,True,0.744
timing,bpsk,bpsk_4dB_5000,4.0,clean,0.02,0.001,ok,0.026689,False,0.737
timing,bpsk,bpsk_4dB_6000,4.0,clean,0.02,0.001,ok,5e-05,True,0.734
timing,bpsk,bpsk_4dB_7000,4.0,clean,0.02,0.001,ok,0.0,True,0.754
timing,bpsk,bpsk_4dB_8000,4.0,clean,0.02,0.001,ok,0.0,True,0.739
timing,bpsk,bpsk_8dB_2001,8.0,clean,0.02,0.001,ok,0.049611,False,0.757
timing,bpsk,bpsk_8dB_3001,8.0,clean,0.02,0.001,ok,0.0,True,0.751
timing,bpsk,bpsk_8dB_4001,8.0,clean,0.02,0.001,ok,0.076904,False,0.743
timing,bpsk,bpsk_8dB_5001,8.0,clean,0.02,0.001,ok,0.0,True,0.742
timing,bpsk,bpsk_8dB_6001,8.0,clean,0.02,0.001,ok,0.0,True,0.735
timing,bpsk,bpsk_8dB_7001,8.0,clean,0.02,0.001,ok,0.0,True,0.754
timing,bpsk,bpsk_8dB_8001,8.0,clean,0.02,0.001,ok,0.0,True,0.743
timing,qpsk,qpsk_10dB_2008,10.0,clean,0.02,0.001,ok,0.0,True,0.389
timing,qpsk,qpsk_10dB_3008,10.0,clean,0.02,0.001,ok,0.0,True,0.384
timing,qpsk,qpsk_10dB_4008,10.0,clean,0.02,0.001,ok,0.0,True,0.384
timing,qpsk,qpsk_10dB_5008,10.0,clean,0.02,0.001,ok,0.0,True,0.411
timing,qpsk,qpsk_10dB_6008,10.0,clean,0.02,0.001,ok,0.0,True,0.387
timing,qpsk,qpsk_10dB_7008,10.0,clean,0.02,0.001,ok,0.0,True,0.4
timing,qpsk,qpsk_10dB_8008,10.0,clean,0.02,0.001,ok,0.0,True,0.38
timing,qpsk,qpsk_13dB_2009,13.0,clean,0.02,0.001,ok,0.065958,False,0.385
timing,qpsk,qpsk_13dB_3009,13.0,clean,0.02,0.001,ok,0.0,True,0.39
timing,qpsk,qpsk_13dB_4009,13.0,clean,0.02,0.001,ok,0.0,True,0.39
timing,qpsk,qpsk_13dB_5009,13.0,clean,0.02,0.001,ok,0.0,True,0.405
timing,qpsk,qpsk_13dB_6009,13.0,clean,0.02,0.001,ok,0.0,True,0.379
timing,qpsk,qpsk_13dB_7009,13.0,clean,0.02,0.001,ok,0.0,True,0.389
timing,qpsk,qpsk_13dB_8009,13.0,clean,0.02,0.001,ok,0.0,True,0.393
timing,qpsk,qpsk_4dB_2006,4.0,clean,0.02,0.001,ok,0.001053,True,0.394
timing,qpsk,qpsk_4dB_3006,4.0,clean,0.02,0.001,ok,0.000853,True,0.395
timing,qpsk,qpsk_4dB_4006,4.0,clean,0.02,0.001,ok,0.000702,True,0.389
timing,qpsk,qpsk_4dB_5006,4.0,clean,0.02,0.001,ok,0.001804,True,0.385
timing,qpsk,qpsk_4dB_6006,4.0,clean,0.02,0.001,ok,0.001453,True,0.4
timing,qpsk,qpsk_4dB_7006,4.0,clean,0.02,0.001,ok,0.001103,True,0.376
timing,qpsk,qpsk_4dB_8006,4.0,clean,0.02,0.001,ok,0.000954,True,0.405
timing,qpsk,qpsk_8dB_2007,8.0,clean,0.02,0.001,ok,0.0,True,0.387
timing,qpsk,qpsk_8dB_3007,8.0,clean,0.02,0.001,ok,0.0,True,0.382
timing,qpsk,qpsk_8dB_4007,8.0,clean,0.02,0.001,ok,0.0,True,0.385
timing,qpsk,qpsk_8dB_5007,8.0,clean,0.02,0.001,ok,0.0,True,0.393
timing,qpsk,qpsk_8dB_6007,8.0,clean,0.02,0.001,ok,0.0,True,0.389
timing,qpsk,qpsk_8dB_7007,8.0,clean,0.02,0.001,ok,0.059885,False,0.39
timing,qpsk,qpsk_8dB_8007,8.0,clean,0.02,0.001,ok,0.0,True,0.393
timing,16qam,16qam_10dB_2020,10.0,phase,0.04,0.001,ok,0.003609,True,0.218
timing,16qam,16qam_10dB_3020,10.0,phase,0.04,0.001,ok,0.002761,True,0.206
timing,16qam,16qam_10dB_4020,10.0,phase,0.04,0.001,ok,0.003208,True,0.207
timing,16qam,16qam_10dB_5020,10.0,phase,0.04,0.001,ok,0.003306,True,0.21
timing,16qam,16qam_10dB_6020,10.0,phase,0.04,0.001,ok,0.003257,True,0.209
timing,16qam,16qam_10dB_7020,10.0,phase,0.04,0.001,ok,0.003208,True,0.209
timing,16qam,16qam_10dB_8020,10.0,phase,0.04,0.001,ok,0.00311,True,0.2
timing,16qam,16qam_13dB_2021,13.0,phase,0.04,0.001,ok,0.00015,True,0.21
timing,16qam,16qam_13dB_3021,13.0,phase,0.04,0.001,ok,0.0001,True,0.203
timing,16qam,16qam_13dB_4021,13.0,phase,0.04,0.001,ok,0.0,True,0.207
timing,16qam,16qam_13dB_5021,13.0,phase,0.04,0.001,ok,0.0,True,0.208
timing,16qam,16qam_13dB_6021,13.0,phase,0.04,0.001,ok,5e-05,True,0.202
timing,16qam,16qam_13dB_7021,13.0,phase,0.04,0.001,ok,0.0,True,0.211
timing,16qam,16qam_13dB_8021,13.0,phase,0.04,0.001,ok,5e-05,True,0.206
timing,16qam,16qam_4dB_2018,4.0,phase,0.04,0.001,low_confidence,0.413703,False,0.208
timing,16qam,16qam_4dB_3018,4.0,phase,0.04,0.001,low_confidence,0.421562,False,0.21
timing,16qam,16qam_4dB_4018,4.0,phase,0.04,0.001,low_confidence,0.388376,False,0.207
timing,16qam,16qam_4dB_5018,4.0,phase,0.04,0.001,low_confidence,0.376317,False,0.217
timing,16qam,16qam_4dB_6018,4.0,phase,0.04,0.001,low_confidence,0.415698,False,0.207
timing,16qam,16qam_4dB_7018,4.0,phase,0.04,0.001,low_confidence,0.421491,False,0.204
timing,16qam,16qam_4dB_8018,4.0,phase,0.04,0.001,low_confidence,0.383385,False,0.214
timing,16qam,16qam_8dB_2019,8.0,phase,0.04,0.001,ok,0.093568,False,0.209
timing,16qam,16qam_8dB_3019,8.0,phase,0.04,0.001,ok,0.01425,False,0.207
timing,16qam,16qam_8dB_4019,8.0,phase,0.04,0.001,ok,0.019169,False,0.211
timing,16qam,16qam_8dB_5019,8.0,phase,0.04,0.001,ok,0.018108,False,0.201
timing,16qam,16qam_8dB_6019,8.0,phase,0.04,0.001,ok,0.022119,False,0.201
timing,16qam,16qam_8dB_7019,8.0,phase,0.04,0.001,ok,0.014597,False,0.2
timing,16qam,16qam_8dB_8019,8.0,phase,0.04,0.001,ok,0.06513,False,0.206
timing,8psk,8psk_10dB_2014,10.0,phase,0.04,0.001,ok,0.000401,True,0.297
timing,8psk,8psk_10dB_3014,10.0,phase,0.04,0.001,ok,0.000401,True,0.291
timing,8psk,8psk_10dB_4014,10.0,phase,0.04,0.001,ok,0.000501,True,0.287
timing,8psk,8psk_10dB_5014,10.0,phase,0.04,0.001,ok,0.000301,True,0.3
timing,8psk,8psk_10dB_6014,10.0,phase,0.04,0.001,ok,0.000552,True,0.287
timing,8psk,8psk_10dB_7014,10.0,phase,0.04,0.001,ok,0.000451,True,0.299
timing,8psk,8psk_10dB_8014,10.0,phase,0.04,0.001,ok,0.000301,True,0.295
timing,8psk,8psk_13dB_2015,13.0,phase,0.04,0.001,ok,0.0,True,0.284
timing,8psk,8psk_13dB_3015,13.0,phase,0.04,0.001,ok,0.0,True,0.294
timing,8psk,8psk_13dB_4015,13.0,phase,0.04,0.001,ok,0.0,True,0.285
timing,8psk,8psk_13dB_5015,13.0,phase,0.04,0.001,ok,0.0,True,0.29
timing,8psk,8psk_13dB_6015,13.0,phase,0.04,0.001,ok,0.0,True,0.289
timing,8psk,8psk_13dB_7015,13.0,phase,0.04,0.001,ok,0.0,True,0.288
timing,8psk,8psk_13dB_8015,13.0,phase,0.04,0.001,ok,0.0,True,0.291
timing,8psk,8psk_4dB_2012,4.0,phase,0.04,0.001,low_confidence,0.302669,False,0.289
timing,8psk,8psk_4dB_3012,4.0,phase,0.04,0.001,low_confidence,0.398477,False,0.295
timing,8psk,8psk_4dB_4012,4.0,phase,0.04,0.001,low_confidence,0.468291,False,0.297
timing,8psk,8psk_4dB_5012,4.0,phase,0.04,0.001,low_confidence,0.43719,False,0.304
timing,8psk,8psk_4dB_6012,4.0,phase,0.04,0.001,low_confidence,0.433342,False,0.296
timing,8psk,8psk_4dB_7012,4.0,phase,0.04,0.001,low_confidence,0.421768,False,0.286
timing,8psk,8psk_4dB_8012,4.0,phase,0.04,0.001,low_confidence,0.355919,False,0.294
timing,8psk,8psk_8dB_2013,8.0,phase,0.04,0.001,ok,0.003406,True,0.296
timing,8psk,8psk_8dB_3013,8.0,phase,0.04,0.001,ok,0.003156,True,0.294
timing,8psk,8psk_8dB_4013,8.0,phase,0.04,0.001,ok,0.003308,True,0.287
timing,8psk,8psk_8dB_5013,8.0,phase,0.04,0.001,ok,0.00356,True,0.288
timing,8psk,8psk_8dB_6013,8.0,phase,0.04,0.001,ok,0.126799,False,0.292
timing,8psk,8psk_8dB_7013,8.0,phase,0.04,0.001,ok,0.003361,True,0.298
timing,8psk,8psk_8dB_8013,8.0,phase,0.04,0.001,ok,0.003806,True,0.297
timing,bpsk,bpsk_10dB_2002,10.0,phase,0.02,0.001,ok,0.0,True,0.747
timing,bpsk,bpsk_10dB_3002,10.0,phase,0.02,0.001,ok,0.0,True,0.749
timing,bpsk,bpsk_10dB_4002,10.0,phase,0.02,0.001,ok,0.0,True,0.74
timing,bpsk,bpsk_10dB_5002,10.0,phase,0.02,0.001,ok,0.0,True,0.747
timing,bpsk,bpsk_10dB_6002,10.0,phase,0.02,0.001,ok,0.0,True,0.742
timing,bpsk,bpsk_10dB_7002,10.0,phase,0.02,0.001,ok,0.0,True,0.733
timing,bpsk,bpsk_10dB_8002,10.0,phase,0.02,0.001,ok,0.0,True,0.746
timing,bpsk,bpsk_13dB_2003,13.0,phase,0.02,0.001,ok,0.0,True,0.743
timing,bpsk,bpsk_13dB_3003,13.0,phase,0.02,0.001,ok,0.0,True,0.742
timing,bpsk,bpsk_13dB_4003,13.0,phase,0.02,0.001,ok,0.0,True,0.744
timing,bpsk,bpsk_13dB_5003,13.0,phase,0.02,0.001,ok,0.0,True,0.754
timing,bpsk,bpsk_13dB_6003,13.0,phase,0.02,0.001,ok,0.0,True,0.75
timing,bpsk,bpsk_13dB_7003,13.0,phase,0.02,0.001,ok,0.0,True,0.738
timing,bpsk,bpsk_13dB_8003,13.0,phase,0.02,0.001,ok,0.0,True,0.739
timing,bpsk,bpsk_4dB_2000,4.0,phase,0.02,0.001,ok,0.0,True,0.746
timing,bpsk,bpsk_4dB_3000,4.0,phase,0.02,0.001,ok,0.0,True,0.753
timing,bpsk,bpsk_4dB_4000,4.0,phase,0.02,0.001,ok,0.0,True,0.735
timing,bpsk,bpsk_4dB_5000,4.0,phase,0.02,0.001,ok,0.0,True,0.744
timing,bpsk,bpsk_4dB_6000,4.0,phase,0.02,0.001,ok,0.0,True,0.743
timing,bpsk,bpsk_4dB_7000,4.0,phase,0.02,0.001,ok,0.0,True,0.767
timing,bpsk,bpsk_4dB_8000,4.0,phase,0.02,0.001,ok,0.0,True,0.748
timing,bpsk,bpsk_8dB_2001,8.0,phase,0.02,0.001,ok,0.0,True,0.735
timing,bpsk,bpsk_8dB_3001,8.0,phase,0.02,0.001,ok,0.0,True,0.751
timing,bpsk,bpsk_8dB_4001,8.0,phase,0.02,0.001,ok,0.0,True,0.749
timing,bpsk,bpsk_8dB_5001,8.0,phase,0.02,0.001,ok,0.0,True,0.746
timing,bpsk,bpsk_8dB_6001,8.0,phase,0.02,0.001,ok,0.0,True,0.741
timing,bpsk,bpsk_8dB_7001,8.0,phase,0.02,0.001,ok,0.0,True,0.74
timing,bpsk,bpsk_8dB_8001,8.0,phase,0.02,0.001,ok,0.0,True,0.744
timing,qpsk,qpsk_10dB_2008,10.0,phase,0.02,0.001,ok,0.0,True,0.382
timing,qpsk,qpsk_10dB_3008,10.0,phase,0.02,0.001,ok,0.0,True,0.391
timing,qpsk,qpsk_10dB_4008,10.0,phase,0.02,0.001,ok,0.0,True,0.384
timing,qpsk,qpsk_10dB_5008,10.0,phase,0.02,0.001,ok,0.0,True,0.376
timing,qpsk,qpsk_10dB_6008,10.0,phase,0.02,0.001,ok,0.0,True,0.397
timing,qpsk,qpsk_10dB_7008,10.0,phase,0.02,0.001,ok,0.0,True,0.385
timing,qpsk,qpsk_10dB_8008,10.0,phase,0.02,0.001,ok,0.0,True,0.404
timing,qpsk,qpsk_13dB_2009,13.0,phase,0.02,0.001,ok,0.0,True,0.381
timing,qpsk,qpsk_13dB_3009,13.0,phase,0.02,0.001,ok,0.0,True,0.396
timing,qpsk,qpsk_13dB_4009,13.0,phase,0.02,0.001,ok,0.0,True,0.401
timing,qpsk,qpsk_13dB_5009,13.0,phase,0.02,0.001,ok,0.0,True,0.388
timing,qpsk,qpsk_13dB_6009,13.0,phase,0.02,0.001,ok,0.0,True,0.394
timing,qpsk,qpsk_13dB_7009,13.0,phase,0.02,0.001,ok,0.0,True,0.385
timing,qpsk,qpsk_13dB_8009,13.0,phase,0.02,0.001,ok,0.0,True,0.383
timing,qpsk,qpsk_4dB_2006,4.0,phase,0.02,0.001,ok,0.001053,True,0.387
timing,qpsk,qpsk_4dB_3006,4.0,phase,0.02,0.001,ok,0.000853,True,0.384
timing,qpsk,qpsk_4dB_4006,4.0,phase,0.02,0.001,ok,0.000702,True,0.395
timing,qpsk,qpsk_4dB_5006,4.0,phase,0.02,0.001,ok,0.000952,True,0.394
timing,qpsk,qpsk_4dB_6006,4.0,phase,0.02,0.001,ok,0.001052,True,0.395
timing,qpsk,qpsk_4dB_7006,4.0,phase,0.02,0.001,ok,0.001103,True,0.392
timing,qpsk,qpsk_4dB_8006,4.0,phase,0.02,0.001,ok,0.001004,True,0.382
timing,qpsk,qpsk_8dB_2007,8.0,phase,0.02,0.001,ok,0.0,True,0.396
timing,qpsk,qpsk_8dB_3007,8.0,phase,0.02,0.001,ok,0.0,True,0.384
timing,qpsk,qpsk_8dB_4007,8.0,phase,0.02,0.001,ok,0.0,True,0.39
timing,qpsk,qpsk_8dB_5007,8.0,phase,0.02,0.001,ok,0.0,True,0.386
timing,qpsk,qpsk_8dB_6007,8.0,phase,0.02,0.001,ok,0.0,True,0.394
timing,qpsk,qpsk_8dB_7007,8.0,phase,0.02,0.001,ok,0.0,True,0.388
timing,qpsk,qpsk_8dB_8007,8.0,phase,0.02,0.001,ok,0.0,True,0.381
timing,16qam,16qam_10dB_2020,10.0,clean,0.04,0.002,ok,0.003509,True,0.2
timing,16qam,16qam_10dB_3020,10.0,clean,0.04,0.002,ok,0.002811,True,0.198
timing,16qam,16qam_10dB_4020,10.0,clean,0.04,0.002,ok,0.003258,True,0.209
timing,16qam,16qam_10dB_5020,10.0,clean,0.04,0.002,ok,0.003206,True,0.207
timing,16qam,16qam_10dB_6020,10.0,clean,0.04,0.002,ok,0.003056,True,0.207
timing,16qam,16qam_10dB_7020,10.0,clean,0.04,0.002,ok,0.003208,True,0.205
timing,16qam,16qam_10dB_8020,10.0,clean,0.04,0.002,ok,0.003211,True,0.206
timing,16qam,16qam_13dB_2021,13.0,clean,0.04,0.002,ok,0.00015,True,0.213
timing,16qam,16qam_13dB_3021,13.0,clean,0.04,0.002,ok,0.0001,True,0.213
timing,16qam,16qam_13dB_4021,13.0,clean,0.04,0.002,ok,0.0,True,0.203
timing,16qam,16qam_13dB_5021,13.0,clean,0.04,0.002,ok,0.0,True,0.2
timing,16qam,16qam_13dB_6021,13.0,clean,0.04,0.002,ok,5e-05,True,0.207
timing,16qam,16qam_13dB_7021,13.0,clean,0.04,0.002,ok,0.0,True,0.205
timing,16qam,16qam_13dB_8021,13.0,clean,0.04,0.002,ok,0.0,True,0.2
timing,16qam,16qam_4dB_2018,4.0,clean,0.04,0.002,low_confidence,0.371532,False,0.204
timing,16qam,16qam_4dB_3018,4.0,clean,0.04,0.002,low_confidence,0.418655,False,0.203
timing,16qam,16qam_4dB_4018,4.0,clean,0.04,0.002,low_confidence,0.39465,False,0.206
timing,16qam,16qam_4dB_5018,4.0,clean,0.04,0.002,low_confidence,0.401093,False,0.208
timing,16qam,16qam_4dB_6018,4.0,clean,0.04,0.002,low_confidence,0.392342,False,0.208
timing,16qam,16qam_4dB_7018,4.0,clean,0.04,0.002,low_confidence,0.393298,False,0.211
timing,16qam,16qam_4dB_8018,4.0,clean,0.04,0.002,low_confidence,0.399228,False,0.227
timing,16qam,16qam_8dB_2019,8.0,clean,0.04,0.002,ok,0.093468,False,0.208
timing,16qam,16qam_8dB_3019,8.0,clean,0.04,0.002,ok,0.014501,False,0.206
timing,16qam,16qam_8dB_4019,8.0,clean,0.04,0.002,ok,0.017513,False,0.198
timing,16qam,16qam_8dB_5019,8.0,clean,0.04,0.002,ok,0.017757,False,0.205
timing,16qam,16qam_8dB_6019,8.0,clean,0.04,0.002,ok,0.022319,False,0.217
timing,16qam,16qam_8dB_7019,8.0,clean,0.04,0.002,ok,0.014948,False,0.204
timing,16qam,16qam_8dB_8019,8.0,clean,0.04,0.002,ok,0.062525,False,0.207
timing,8psk,8psk_10dB_2014,10.0,clean,0.04,0.002,ok,0.000401,True,0.289
timing,8psk,8psk_10dB_3014,10.0,clean,0.04,0.002,ok,0.000401,True,0.298
timing,8psk,8psk_10dB_4014,10.0,clean,0.04,0.002,ok,0.000501,True,0.296
timing,8psk,8psk_10dB_5014,10.0,clean,0.04,0.002,ok,0.000301,True,0.296
timing,8psk,8psk_10dB_6014,10.0,clean,0.04,0.002,ok,0.000552,True,0.293
timing,8psk,8psk_10dB_7014,10.0,clean,0.04,0.002,ok,0.000451,True,0.287
