file,scheme,snr_db,s3_status,raw_ber,cfo_hz
2fsk_4dB_7024.wav,2fsk,4,ok,0.003685041738738061,-24999.997326931178
2fsk_4dB_8024.wav,2fsk,4,ok,nan,24999.994669245778
2fsk_8dB_2025.wav,2fsk,8,ok,0.47892271662763464,-24999.99883321903
2fsk_8dB_3025.wav,2fsk,8,ok,0.4885120521581042,-24999.996599851504
2fsk_8dB_4025.wav,2fsk,8,ok,0.4845690628528415,-25000.00166017221
2fsk_8dB_5025.wav,2fsk,8,ok,0.0,25000.001977742108
2fsk_8dB_6025.wav,2fsk,8,ok,nan,-24999.998659959634
2fsk_8dB_7025.wav,2fsk,8,ok,0.0,25000.00085031837
2fsk_8dB_8025.wav,2fsk,8,ok,0.48927240266858774,25000.00169272744
4fsk_10dB_2032.wav,4fsk,10,ok,0.0,-26.325144193600863
4fsk_10dB_3032.wav,4fsk,10,ok,0.0,-4.6474168770510005
4fsk_10dB_4032.wav,4fsk,10,ok,0.0,-84.47196743149834
4fsk_10dB_5032.wav,4fsk,10,ok,0.0,27.968923198339326
4fsk_10dB_6032.wav,4fsk,10,ok,0.0,37.13379522282048
4fsk_10dB_7032.wav,4fsk,10,ok,0.0,50.73878980448353
4fsk_10dB_8032.wav,4fsk,10,ok,0.0,4.24846959475326
4fsk_13dB_2033.wav,4fsk,13,ok,0.0,-39.44423093956357
4fsk_13dB_3033.wav,4fsk,13,ok,0.0,-23.87453785206526
4fsk_13dB_4033.wav,4fsk,13,ok,0.0,-17.509426062719285
4fsk_13dB_5033.wav,4fsk,13,ok,0.0,-34.869012663013564
4fsk_13dB_6033.wav,4fsk,13,ok,0.0,10.66610824952295
4fsk_13dB_7033.wav,4fsk,13,ok,0.0,6.9320944941282505
4fsk_13dB_8033.wav,4fsk,13,ok,0.0,47.13506538915681
4fsk_15dB_2034.wav,4fsk,15,ok,0.0,28.785151212559867
4fsk_15dB_3034.wav,4fsk,15,ok,0.0,6.079422253045777
4fsk_15dB_4034.wav,4fsk,15,ok,0.0,-9.8796335852021
4fsk_15dB_5034.wav,4fsk,15,ok,0.0,-9.019626897614216
4fsk_15dB_6034.wav,4fsk,15,ok,0.0,-1.9983814931547386
4fsk_15dB_7034.wav,4fsk,15,ok,0.0,-16.598592522776016
4fsk_15dB_8034.wav,4fsk,15,ok,0.0,15.426560909814725
4fsk_20dB_2035.wav,4fsk,20,ok,0.0,2.415702780788706
4fsk_20dB_3035.wav,4fsk,20,ok,0.0,-11.987676890934381
4fsk_20dB_4035.wav,4fsk,20,ok,0.0,31.569147097547102
4fsk_20dB_5035.wav,4fsk,20,ok,0.0,4.892792224374716
4fsk_20dB_6035.wav,4fsk,20,ok,0.0,14.342126120955072
4fsk_20dB_7035.wav,4fsk,20,ok,0.0,7.237597334587917
4fsk_20dB_8035.wav,4fsk,20,ok,0.0,-25.73104837392748
4fsk_4dB_2030.wav,4fsk,4,ok,nan,24999.991337396536
4fsk_4dB_3030.wav,4fsk,4,ok,0.4868767556179775,-25000.012396048976
4fsk_4dB_4030.wav,4fsk,4,ok,0.4892537126386365,24999.99523930427
4fsk_4dB_5030.wav,4fsk,4,ok,nan,25000.000947412776
4fsk_4dB_6030.wav,4fsk,4,ok,0.4879277924031591,-24999.997279035335
4fsk_4dB_7030.wav,4fsk,4,ok,0.47501315097317204,-24999.996929917877
4fsk_4dB_8030.wav,4fsk,4,ok,0.4843785247011053,24999.990850444967
4fsk_8dB_2031.wav,4fsk,8,ok,0.3241311870016549,24999.999135498478
4fsk_8dB_3031.wav,4fsk,8,ok,0.48055722589697336,25000.001276569
4fsk_8dB_4031.wav,4fsk,8,ok,nan,-24999.999988443677
4fsk_8dB_5031.wav,4fsk,8,ok,0.48720308528354805,24999.989610830242
4fsk_8dB_6031.wav,4fsk,8,ok,0.4847725906631937,25000.00613271795
4fsk_8dB_7031.wav,4fsk,8,ok,0.48397195091409967,-24999.994927316584
4fsk_8dB_8031.wav,4fsk,8,ok,nan,-25000.00395170917
8psk_10dB_2014.wav,8psk,10,ok,0.0003281916639317361,0.0
8psk_10dB_3014.wav,8psk,10,ok,0.0003280570819322562,0.0
8psk_10dB_4014.wav,8psk,10,ok,0.0003009905324796147,0.0
8psk_10dB_5014.wav,8psk,10,ok,0.0002796420581655481,0.0
8psk_10dB_6014.wav,8psk,10,ok,0.000301064674165914,0.0
8psk_10dB_7014.wav,8psk,10,ok,0.00024638633377135346,0.0
8psk_10dB_8014.wav,8psk,10,ok,0.00027394258163488934,0.0
8psk_13dB_2015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_3015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_4015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_5015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_6015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_7015.wav,8psk,13,ok,0.0,0.0
8psk_13dB_8015.wav,8psk,13,ok,0.0,0.0
8psk_15dB_2016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_3016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_4016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_5016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_6016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_7016.wav,8psk,15,ok,0.0,0.0
8psk_15dB_8016.wav,8psk,15,ok,0.0,0.0
8psk_20dB_2017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_3017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_4017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_5017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_6017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_7017.wav,8psk,20,ok,0.0,0.0
8psk_20dB_8017.wav,8psk,20,ok,0.0,0.0
8psk_4dB_2012.wav,8psk,4,low_confidence,0.48900933453778983,-4797.512292776119
8psk_4dB_3012.wav,8psk,4,low_confidence,0.4896089691003555,-856.9922390174955
8psk_4dB_4012.wav,8psk,4,low_confidence,0.48788028014882906,-5268.274664063943
8psk_4dB_5012.wav,8psk,4,low_confidence,0.4882163167104112,8002.161028283601
8psk_4dB_6012.wav,8psk,4,low_confidence,0.4867711838901201,-9675.22714858352
8psk_4dB_7012.wav,8psk,4,low_confidence,0.48974064346684176,9588.601503619959
8psk_4dB_8012.wav,8psk,4,low_confidence,0.48876865059845875,5815.527336820418
8psk_8dB_2013.wav,8psk,8,low_confidence,0.002706027060270603,0.0
8psk_8dB_3013.wav,8psk,8,low_confidence,0.0024606299212598425,0.0
8psk_8dB_4013.wav,8psk,8,low_confidence,0.0031996062023135615,0.0
8psk_8dB_5013.wav,8psk,8,low_confidence,0.4891661195009849,-3482.3944324003596
8psk_8dB_6013.wav,8psk,8,low_confidence,0.002571889791786369,0.0
8psk_8dB_7013.wav,8psk,8,low_confidence,0.4874616732369689,1125.8053440486815
8psk_8dB_8013.wav,8psk,8,low_confidence,0.003279226102639777,0.0
bpsk_10dB_2002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_3002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_4002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_5002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_6002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_7002.wav,bpsk,10,ok,0.0,0.0
bpsk_10dB_8002.wav,bpsk,10,ok,0.0,0.0
bpsk_13dB_2003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_3003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_4003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_5003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_6003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_7003.wav,bpsk,13,ok,0.0,0.0
bpsk_13dB_8003.wav,bpsk,13,ok,0.0,0.0
bpsk_15dB_2004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_3004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_4004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_5004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_6004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_7004.wav,bpsk,15,ok,0.0,0.0
bpsk_15dB_8004.wav,bpsk,15,ok,0.0,0.0
bpsk_20dB_2005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_3005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_4005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_5005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_6005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_7005.wav,bpsk,20,ok,0.0,0.0
bpsk_20dB_8005.wav,bpsk,20,ok,0.0,0.0
bpsk_4dB_2000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_3000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_4000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_5000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_6000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_7000.wav,bpsk,4,ok,0.0,0.0
bpsk_4dB_8000.wav,bpsk,4,ok,2.5784493205782688e-05,0.0
bpsk_8dB_2001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_3001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_4001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_5001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_6001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_7001.wav,bpsk,8,ok,0.0,0.0
bpsk_8dB_8001.wav,bpsk,8,ok,0.0,0.0
qpsk_10dB_2008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_3008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_4008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_5008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_6008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_7008.wav,qpsk,10,ok,0.0,0.0
qpsk_10dB_8008.wav,qpsk,10,ok,0.0,0.0
qpsk_13dB_2009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_3009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_4009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_5009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_6009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_7009.wav,qpsk,13,ok,0.0,0.0
qpsk_13dB_8009.wav,qpsk,13,ok,0.0,0.0
qpsk_15dB_2010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_3010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_4010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_5010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_6010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_7010.wav,qpsk,15,ok,0.0,0.0
qpsk_15dB_8010.wav,qpsk,15,ok,0.0,0.0
qpsk_20dB_2011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_3011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_4011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_5011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_6011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_7011.wav,qpsk,20,ok,0.0,0.0
qpsk_20dB_8011.wav,qpsk,20,ok,0.0,0.0
qpsk_4dB_2006.wav,qpsk,4,ok,0.0011689070718877703,0.0
qpsk_4dB_3006.wav,qpsk,4,ok,0.0008085381630012937,0.0
qpsk_4dB_4006.wav,qpsk,4,ok,0.0007968974127396944,0.0
qpsk_4dB_5006.wav,qpsk,4,ok,0.0010878794311186546,0.0
qpsk_4dB_6006.wav,qpsk,4,ok,0.0011671706721841923,0.0
qpsk_4dB_7006.wav,qpsk,4,ok,0.0007968974127396944,0.0
qpsk_4dB_8006.wav,qpsk,4,ok,0.00101010101010101,0.0
qpsk_8dB_2007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_3007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_4007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_5007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_6007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_7007.wav,qpsk,8,ok,0.0,0.0
qpsk_8dB_8007.wav,qpsk,8,ok,0.0,0.0
