case,seed,path,plugin,declared_fs,raised,status,modulation,chain_runs,n_llrs,finite,rate_used,ber,secs,trace
two overlapping signals,0,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.6987184998579323,
two overlapping signals,0,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.08107329998165369,
two overlapping signals,0,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.10708769969642162,
two overlapping signals,1,blind search,,200000.0,,low_confidence,4fsk,12,60000,True,50000.0202647252,0.4834,6.219458099920303,
two overlapping signals,1,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4279542001895607,
two overlapping signals,1,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.550510199740529,
two overlapping signals,1,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.7645405000075698,
two overlapping signals,1,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.6421153000555933,
two overlapping signals,1,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.09459290001541376,
two overlapping signals,1,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.11160349985584617,
two overlapping signals,2,blind search,,200000.0,,low_confidence,8psk,12,86631,True,49999.92571173803,0.4843,6.342547299806029,
two overlapping signals,2,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4345111004076898,
two overlapping signals,2,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.5576328001916409,
two overlapping signals,2,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.7195084998384118,
two overlapping signals,2,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.6663480000570416,
two overlapping signals,2,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.09966070018708706,
two overlapping signals,2,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.10586929973214865,
two overlapping signals,3,blind search,,200000.0,,low_confidence,16qam,12,113144,True,49999.976515355505,0.4806,6.151354699861258,
two overlapping signals,3,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4663780997507274,
two overlapping signals,3,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.5516075999476016,
two overlapping signals,3,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.6905987998470664,
two overlapping signals,3,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.6521942997351289,
two overlapping signals,3,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.081833700183779,
two overlapping signals,3,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.10351369995623827,
two overlapping signals,4,blind search,,200000.0,,low_confidence,4fsk,12,60000,True,49999.99683106442,0.4859,6.2685799999162555,
two overlapping signals,4,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4098171000368893,
two overlapping signals,4,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.4699126002378762,
two overlapping signals,4,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.6750769997015595,
two overlapping signals,4,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.600498199928552,
two overlapping signals,4,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.07931770011782646,
two overlapping signals,4,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.12394739966839552,
two overlapping signals,5,blind search,,200000.0,,low_confidence,2fsk,12,29999,True,49999.93548058016,0.48534999999999995,6.175467099994421,
two overlapping signals,5,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.38031019968912,
two overlapping signals,5,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.5016495999880135,
two overlapping signals,5,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.6978976000100374,
two overlapping signals,5,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.7605914999730885,
two overlapping signals,5,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.07843159977346659,
two overlapping signals,5,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.11497989995405078,
two overlapping signals,6,blind search,,200000.0,,low_confidence,16qam,12,113148,True,50000.06950693492,0.48414999999999997,6.582433100324124,
two overlapping signals,6,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4478988000191748,
two overlapping signals,6,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.55970189999789,
two overlapping signals,6,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.752770900260657,
two overlapping signals,6,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.6201089001260698,
two overlapping signals,6,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.08056379994377494,
two overlapping signals,6,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.10086630005389452,
two overlapping signals,7,blind search,,200000.0,,low_confidence,8psk,12,86646,True,50000.05335216162,0.48234999999999995,6.420755899976939,
two overlapping signals,7,plug-in,bpsk,200000.0,,low_confidence,bpsk,,,True,,,1.4818607000634074,
two overlapping signals,7,plug-in,qpsk,200000.0,,low_confidence,qpsk,,,True,,,1.5924573997035623,
two overlapping signals,7,plug-in,8psk,200000.0,,low_confidence,8psk,,,True,,,1.8886743001639843,
two overlapping signals,7,plug-in,16qam,200000.0,,low_confidence,16qam,,,True,,,1.7736629000864923,
two overlapping signals,7,plug-in,2fsk,200000.0,,low_confidence,2fsk,,,True,,,0.07963299984112382,
two overlapping signals,7,plug-in,4fsk,200000.0,,low_confidence,4fsk,,,True,,,0.12076840037479997,
wrong sample rate,0,blind search,,48000.0,,ok,qpsk,1,57772,True,12000.000190249579,0.0,0.9817496999166906,
wrong sample rate,0,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.4853370999917388,
wrong sample rate,0,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.6512813000008464,
wrong sample rate,0,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.9651565998792648,
wrong sample rate,0,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.7656042999587953,
wrong sample rate,0,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.09103150013834238,
wrong sample rate,0,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.10815760027617216,
wrong sample rate,1,blind search,,48000.0,,ok,qpsk,1,57774,True,12000.000119002607,0.0,1.0560951000079513,
wrong sample rate,1,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.5039160000160336,
wrong sample rate,1,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.7041648998856544,
wrong sample rate,1,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.8896088995970786,
wrong sample rate,1,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.876976799685508,
wrong sample rate,1,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.08666619984433055,
wrong sample rate,1,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.1020839000120759,
wrong sample rate,2,blind search,,48000.0,,ok,qpsk,1,57774,True,12000.000988653146,0.0,1.0357803995721042,
wrong sample rate,2,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.5360314999707043,
wrong sample rate,2,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.5852215997874737,
wrong sample rate,2,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.912236699834466,
wrong sample rate,2,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.8004562999121845,
wrong sample rate,2,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.07875040033832192,
wrong sample rate,2,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.10510219959542155,
wrong sample rate,3,blind search,,48000.0,,ok,qpsk,1,57774,True,12000.001993939051,0.0,1.0007489998824894,
wrong sample rate,3,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.6130695003084838,
wrong sample rate,3,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.5979642998427153,
wrong sample rate,3,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.8513096002861857,
wrong sample rate,3,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.8271548002958298,
wrong sample rate,3,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.07801009994000196,
wrong sample rate,3,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.10159439966082573,
wrong sample rate,4,blind search,,48000.0,,ok,qpsk,1,57772,True,11999.999003448736,0.0,1.0051052002236247,
wrong sample rate,4,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.5031889001838863,
wrong sample rate,4,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.708985200151801,
wrong sample rate,4,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.9001015000976622,
wrong sample rate,4,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.698502799961716,
wrong sample rate,4,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.07459979970008135,
wrong sample rate,4,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.09515940025448799,
wrong sample rate,5,blind search,,48000.0,,ok,qpsk,1,57772,True,12000.001556015013,0.0,0.9405875001102686,
wrong sample rate,5,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.4396429997868836,
wrong sample rate,5,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.5959630999714136,
wrong sample rate,5,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.8482341999188066,
wrong sample rate,5,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.8088515000417829,
wrong sample rate,5,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.07454610010609031,
wrong sample rate,5,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.09479050012305379,
wrong sample rate,6,blind search,,48000.0,,ok,qpsk,1,57772,True,12000.00115810595,0.0,0.9719011001288891,
wrong sample rate,6,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.3881679996848106,
wrong sample rate,6,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.5050892001017928,
wrong sample rate,6,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.7747764997184277,
wrong sample rate,6,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.7720693997107446,
wrong sample rate,6,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.08865159982815385,
wrong sample rate,6,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.12371439998969436,
wrong sample rate,7,blind search,,48000.0,,ok,qpsk,1,57772,True,11999.997965288103,0.0,1.0033872998319566,
wrong sample rate,7,plug-in,bpsk,48000.0,,low_confidence,bpsk,,,True,,,1.4737935001030564,
wrong sample rate,7,plug-in,qpsk,48000.0,,ok,qpsk,,,True,,,1.6292596003040671,
wrong sample rate,7,plug-in,8psk,48000.0,,low_confidence,8psk,,,True,,,1.902364400215447,
wrong sample rate,7,plug-in,16qam,48000.0,,low_confidence,16qam,,,True,,,1.7348559000529349,
wrong sample rate,7,plug-in,2fsk,48000.0,,low_confidence,2fsk,,,True,,,0.08167780004441738,
wrong sample rate,7,plug-in,4fsk,48000.0,,low_confidence,4fsk,,,True,,,0.10287990001961589,
all zeros,0,blind search,,200000.0,,failed,,0,0,,,,0.03296109987422824,
all zeros,0,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.000561700202524662,
all zeros,0,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005878000520169735,
all zeros,0,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005124001763761044,
all zeros,0,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0005125002935528755,
all zeros,0,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0005195997655391693,
all zeros,0,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0004986003041267395,
all zeros,1,blind search,,200000.0,,failed,,0,0,,,,0.03680990030989051,
all zeros,1,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0006738998927175999,
all zeros,1,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0006304997950792313,
all zeros,1,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005710995756089687,
all zeros,1,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.000658700242638588,
all zeros,1,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0006943000480532646,
all zeros,1,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0007106997072696686,
all zeros,2,blind search,,200000.0,,failed,,0,0,,,,0.03603979991748929,
all zeros,2,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0005581001751124859,
all zeros,2,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005482002161443233,
all zeros,2,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005181003361940384,
all zeros,2,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0005154996179044247,
all zeros,2,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0005072001367807388,
all zeros,2,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0005145999602973461,
all zeros,3,blind search,,200000.0,,failed,,0,0,,,,0.03778389981016517,
all zeros,3,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.000704099889844656,
all zeros,3,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005608000792562962,
all zeros,3,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0007568001747131348,
all zeros,3,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0010418002493679523,
all zeros,3,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0009936997666954994,
all zeros,3,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0006746998988091946,
all zeros,4,blind search,,200000.0,,failed,,0,0,,,,0.03828869992867112,
all zeros,4,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0005846000276505947,
all zeros,4,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005381000228226185,
all zeros,4,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005489001050591469,
all zeros,4,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0005323002114892006,
all zeros,4,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0005473000928759575,
all zeros,4,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0005486002191901207,
all zeros,5,blind search,,200000.0,,failed,,0,0,,,,0.037092600017786026,
all zeros,5,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0005601998418569565,
all zeros,5,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0006365003064274788,
all zeros,5,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0008233999833464622,
all zeros,5,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0006521996110677719,
all zeros,5,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0007052002474665642,
all zeros,5,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0005695000290870667,
all zeros,6,blind search,,200000.0,,failed,,0,0,,,,0.03781120013445616,
all zeros,6,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0005704998038709164,
all zeros,6,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005181999877095222,
all zeros,6,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005148998461663723,
all zeros,6,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.000529400072991848,
all zeros,6,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0005037998780608177,
all zeros,6,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0004982003010809422,
all zeros,7,blind search,,200000.0,,failed,,0,0,,,,0.03480120003223419,
all zeros,7,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.0005474998615682125,
all zeros,7,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0005268999375402927,
all zeros,7,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.0005176998674869537,
all zeros,7,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.000532899983227253,
all zeros,7,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.0005801999941468239,
all zeros,7,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.0005512996576726437,
single impulse,0,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.11311929998919368,
single impulse,0,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.007489799987524748,
single impulse,0,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.006962199695408344,
single impulse,0,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.008234899956732988,
single impulse,0,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.009595599956810474,
single impulse,0,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.011538599617779255,
single impulse,0,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.007473399862647057,
single impulse,1,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.09818500000983477,
single impulse,1,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.009976999834179878,
single impulse,1,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.0109436996281147,
single impulse,1,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.011744400020688772,
single impulse,1,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.00953130004927516,
single impulse,1,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.009423600044101477,
single impulse,1,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.010636500082910061,
single impulse,2,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.1344539998099208,
single impulse,2,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.010577599983662367,
single impulse,2,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.011342800222337246,
single impulse,2,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.010311299934983253,
single impulse,2,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.006410900037735701,
single impulse,2,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.01053269999101758,
single impulse,2,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.008638700004667044,
single impulse,3,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.10687779961153865,
single impulse,3,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.01106859976425767,
single impulse,3,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.009266200009733438,
single impulse,3,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.008695400319993496,
single impulse,3,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.008890199940651655,
single impulse,3,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.013786399737000465,
single impulse,3,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.01274449983611703,
single impulse,4,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.13705909997224808,
single impulse,4,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.009101499803364277,
single impulse,4,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.012856199871748686,
single impulse,4,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.010884500108659267,
single impulse,4,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.015881099738180637,
single impulse,4,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.011181899812072515,
single impulse,4,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.009586600121110678,
single impulse,5,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.16772649995982647,
single impulse,5,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.010710400063544512,
single impulse,5,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.009004299994558096,
single impulse,5,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.009940400253981352,
single impulse,5,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.010727399960160255,
single impulse,5,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.011843199841678143,
single impulse,5,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.010498199611902237,
single impulse,6,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.1268817000091076,
single impulse,6,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.00975449988618493,
single impulse,6,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.009438499808311462,
single impulse,6,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.009555600117892027,
single impulse,6,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.0082719000056386,
single impulse,6,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.009163400158286095,
single impulse,6,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.009087800048291683,
single impulse,7,blind search,,200000.0,,failed,bpsk,4,0,,442.50488281249994,,0.09890510002151132,
single impulse,7,plug-in,bpsk,200000.0,,failed,bpsk,,,True,,,0.008318699896335602,
single impulse,7,plug-in,qpsk,200000.0,,failed,qpsk,,,True,,,0.012329700402915478,
single impulse,7,plug-in,8psk,200000.0,,failed,8psk,,,True,,,0.008559300098568201,
single impulse,7,plug-in,16qam,200000.0,,failed,16qam,,,True,,,0.008458599913865328,
single impulse,7,plug-in,2fsk,200000.0,,failed,2fsk,,,True,,,0.00927340006455779,
single impulse,7,plug-in,4fsk,200000.0,,failed,4fsk,,,True,,,0.009145500138401985,
