kind,file,true_mod,true_family,snr_db,family_asked,proposed_rate,true_rate,rel_error,score,screen
corpus,8psk_10dB_6014,8psk,psk,10.0,psk,50000.0,50000.0,0.0,41.307,pass
corpus,8psk_10dB_6014,8psk,psk,10.0,fsk,50000.0,50000.0,0.0,27.06,pass
corpus,8psk_10dB_7014,8psk,psk,10.0,psk,50000.0,50000.0,0.0,42.868,pass
corpus,8psk_10dB_7014,8psk,psk,10.0,fsk,50000.0,50000.0,0.0,24.536,pass
corpus,8psk_10dB_8014,8psk,psk,10.0,psk,50000.0,50000.0,0.0,45.191,pass
corpus,8psk_10dB_8014,8psk,psk,10.0,fsk,50000.0,50000.0,0.0,28.742,pass
corpus,8psk_13dB_2015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,52.589,pass
corpus,8psk_13dB_2015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,39.271,pass
corpus,8psk_13dB_3015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,53.561,pass
corpus,8psk_13dB_3015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,35.938,pass
corpus,8psk_13dB_4015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,54.49,pass
corpus,8psk_13dB_4015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,37.317,pass
corpus,8psk_13dB_5015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,58.086,pass
corpus,8psk_13dB_5015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,36.336,pass
corpus,8psk_13dB_6015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,55.808,pass
corpus,8psk_13dB_6015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,35.025,pass
corpus,8psk_13dB_7015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,53.703,pass
corpus,8psk_13dB_7015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,33.435,pass
corpus,8psk_13dB_8015,8psk,psk,13.0,psk,50000.0,50000.0,0.0,52.917,pass
corpus,8psk_13dB_8015,8psk,psk,13.0,fsk,50000.0,50000.0,0.0,36.347,pass
corpus,8psk_15dB_2016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,58.689,pass
corpus,8psk_15dB_2016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,40.696,pass
corpus,8psk_15dB_3016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,55.085,pass
corpus,8psk_15dB_3016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,39.795,pass
corpus,8psk_15dB_4016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,56.834,pass
corpus,8psk_15dB_4016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,42.735,pass
corpus,8psk_15dB_5016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,60.055,pass
corpus,8psk_15dB_5016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,42.802,pass
corpus,8psk_15dB_6016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,59.672,pass
corpus,8psk_15dB_6016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,41.151,pass
corpus,8psk_15dB_7016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,60.631,pass
corpus,8psk_15dB_7016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,44.452,pass
corpus,8psk_15dB_8016,8psk,psk,15.0,psk,50000.0,50000.0,0.0,58.002,pass
corpus,8psk_15dB_8016,8psk,psk,15.0,fsk,50000.0,50000.0,0.0,41.565,pass
corpus,8psk_20dB_2017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,69.472,pass
corpus,8psk_20dB_2017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,60.508,pass
corpus,8psk_20dB_3017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,67.065,pass
corpus,8psk_20dB_3017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,55.127,pass
corpus,8psk_20dB_4017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,64.321,pass
corpus,8psk_20dB_4017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,59.093,pass
corpus,8psk_20dB_5017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,66.643,pass
corpus,8psk_20dB_5017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,55.901,pass
corpus,8psk_20dB_6017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,65.421,pass
corpus,8psk_20dB_6017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,61.577,pass
corpus,8psk_20dB_7017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,68.668,pass
corpus,8psk_20dB_7017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,54.463,pass
corpus,8psk_20dB_8017,8psk,psk,20.0,psk,50000.0,50000.0,0.0,63.979,pass
corpus,8psk_20dB_8017,8psk,psk,20.0,fsk,50000.0,50000.0,0.0,56.899,pass
corpus,8psk_4dB_2012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,21.882,pass
corpus,8psk_4dB_2012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,11.747,pass
corpus,8psk_4dB_3012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,23.509,pass
corpus,8psk_4dB_3012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,13.619,pass
corpus,8psk_4dB_4012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,24.581,pass
corpus,8psk_4dB_4012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,15.137,pass
corpus,8psk_4dB_5012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,25.036,pass
corpus,8psk_4dB_5012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,13.059,pass
corpus,8psk_4dB_6012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,24.013,pass
corpus,8psk_4dB_6012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,11.5,pass
corpus,8psk_4dB_7012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,23.571,pass
corpus,8psk_4dB_7012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,10.551,pass
corpus,8psk_4dB_8012,8psk,psk,4.0,psk,50000.0,50000.0,0.0,22.961,pass
corpus,8psk_4dB_8012,8psk,psk,4.0,fsk,50000.0,50000.0,0.0,12.87,pass
corpus,8psk_8dB_2013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,37.492,pass
corpus,8psk_8dB_2013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,20.608,pass
corpus,8psk_8dB_3013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,35.859,pass
corpus,8psk_8dB_3013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,21.161,pass
corpus,8psk_8dB_4013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,37.823,pass
corpus,8psk_8dB_4013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,21.251,pass
corpus,8psk_8dB_5013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,35.348,pass
corpus,8psk_8dB_5013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,21.427,pass
corpus,8psk_8dB_6013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,35.029,pass
corpus,8psk_8dB_6013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,17.857,pass
corpus,8psk_8dB_7013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,37.67,pass
corpus,8psk_8dB_7013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,18.739,pass
corpus,8psk_8dB_8013,8psk,psk,8.0,psk,50000.0,50000.0,0.0,37.333,pass
corpus,8psk_8dB_8013,8psk,psk,8.0,fsk,50000.0,50000.0,0.0,21.595,pass
corpus,bpsk_10dB_2002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,61.358,pass
corpus,bpsk_10dB_2002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,37.002,pass
corpus,bpsk_10dB_3002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,66.12,pass
corpus,bpsk_10dB_3002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,35.966,pass
corpus,bpsk_10dB_4002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,64.408,pass
corpus,bpsk_10dB_4002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,35.142,pass
corpus,bpsk_10dB_5002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,64.163,pass
corpus,bpsk_10dB_5002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,36.083,pass
corpus,bpsk_10dB_6002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,65.585,pass
corpus,bpsk_10dB_6002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,38.877,pass
corpus,bpsk_10dB_7002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,64.186,pass
corpus,bpsk_10dB_7002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,38.85,pass
corpus,bpsk_10dB_8002,bpsk,psk,10.0,psk,50000.0,50000.0,0.0,63.409,pass
corpus,bpsk_10dB_8002,bpsk,psk,10.0,fsk,50000.0,50000.0,0.0,37.243,pass
corpus,bpsk_13dB_2003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,72.907,pass
corpus,bpsk_13dB_2003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,40.488,pass
corpus,bpsk_13dB_3003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,72.674,pass
corpus,bpsk_13dB_3003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.897,pass
corpus,bpsk_13dB_4003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,74.433,pass
corpus,bpsk_13dB_4003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,38.77,pass
corpus,bpsk_13dB_5003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,74.957,pass
corpus,bpsk_13dB_5003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.033,pass
corpus,bpsk_13dB_6003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,75.634,pass
corpus,bpsk_13dB_6003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,38.289,pass
corpus,bpsk_13dB_7003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,73.342,pass
corpus,bpsk_13dB_7003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,38.812,pass
corpus,bpsk_13dB_8003,bpsk,psk,13.0,psk,50000.0,50000.0,0.0,77.682,pass
corpus,bpsk_13dB_8003,bpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.175,pass
corpus,bpsk_15dB_2004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,78.431,pass
corpus,bpsk_15dB_2004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,39.444,pass
corpus,bpsk_15dB_3004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,80.761,pass
corpus,bpsk_15dB_3004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,40.087,pass
corpus,bpsk_15dB_4004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,75.601,pass
corpus,bpsk_15dB_4004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,38.888,pass
corpus,bpsk_15dB_5004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,77.937,pass
corpus,bpsk_15dB_5004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,39.898,pass
corpus,bpsk_15dB_6004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,78.512,pass
corpus,bpsk_15dB_6004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,39.544,pass
corpus,bpsk_15dB_7004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,79.084,pass
corpus,bpsk_15dB_7004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,39.575,pass
corpus,bpsk_15dB_8004,bpsk,psk,15.0,psk,50000.0,50000.0,0.0,78.032,pass
corpus,bpsk_15dB_8004,bpsk,psk,15.0,fsk,50000.0,50000.0,0.0,40.076,pass
corpus,bpsk_20dB_2005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,87.798,pass
corpus,bpsk_20dB_2005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,38.349,pass
corpus,bpsk_20dB_3005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,83.256,pass
corpus,bpsk_20dB_3005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,38.2,pass
corpus,bpsk_20dB_4005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,85.38,pass
corpus,bpsk_20dB_4005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,37.572,pass
corpus,bpsk_20dB_5005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,83.814,pass
corpus,bpsk_20dB_5005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,35.776,pass
corpus,bpsk_20dB_6005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,86.096,pass
corpus,bpsk_20dB_6005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,37.989,pass
corpus,bpsk_20dB_7005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,85.227,pass
corpus,bpsk_20dB_7005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,35.777,pass
corpus,bpsk_20dB_8005,bpsk,psk,20.0,psk,50000.0,50000.0,0.0,87.363,pass
corpus,bpsk_20dB_8005,bpsk,psk,20.0,fsk,50000.0,50000.0,0.0,37.659,pass
corpus,bpsk_4dB_2000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,40.215,pass
corpus,bpsk_4dB_2000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,23.907,pass
corpus,bpsk_4dB_3000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,37.816,pass
corpus,bpsk_4dB_3000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,22.854,pass
corpus,bpsk_4dB_4000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,39.53,pass
corpus,bpsk_4dB_4000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,23.395,pass
corpus,bpsk_4dB_5000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,40.188,pass
corpus,bpsk_4dB_5000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,23.743,pass
corpus,bpsk_4dB_6000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,37.373,pass
corpus,bpsk_4dB_6000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,24.87,pass
corpus,bpsk_4dB_7000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,39.671,pass
corpus,bpsk_4dB_7000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,23.191,pass
corpus,bpsk_4dB_8000,bpsk,psk,4.0,psk,50000.0,50000.0,0.0,40.783,pass
corpus,bpsk_4dB_8000,bpsk,psk,4.0,fsk,50000.0,50000.0,0.0,22.11,pass
corpus,bpsk_8dB_2001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,57.388,pass
corpus,bpsk_8dB_2001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,33.988,pass
corpus,bpsk_8dB_3001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,54.214,pass
corpus,bpsk_8dB_3001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,33.997,pass
corpus,bpsk_8dB_4001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,56.088,pass
corpus,bpsk_8dB_4001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,32.708,pass
corpus,bpsk_8dB_5001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,55.878,pass
corpus,bpsk_8dB_5001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,34.474,pass
corpus,bpsk_8dB_6001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,56.336,pass
corpus,bpsk_8dB_6001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,33.913,pass
corpus,bpsk_8dB_7001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,56.195,pass
corpus,bpsk_8dB_7001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,32.409,pass
corpus,bpsk_8dB_8001,bpsk,psk,8.0,psk,50000.0,50000.0,0.0,55.672,pass
corpus,bpsk_8dB_8001,bpsk,psk,8.0,fsk,50000.0,50000.0,0.0,34.633,pass
corpus,qpsk_10dB_2008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,53.027,pass
corpus,qpsk_10dB_2008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,31.572,pass
corpus,qpsk_10dB_3008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,55.255,pass
corpus,qpsk_10dB_3008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,29.456,pass
corpus,qpsk_10dB_4008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,53.018,pass
corpus,qpsk_10dB_4008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,30.997,pass
corpus,qpsk_10dB_5008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,51.562,pass
corpus,qpsk_10dB_5008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,27.399,pass
corpus,qpsk_10dB_6008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,52.635,pass
corpus,qpsk_10dB_6008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,29.358,pass
corpus,qpsk_10dB_7008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,53.445,pass
corpus,qpsk_10dB_7008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,32.977,pass
corpus,qpsk_10dB_8008,qpsk,psk,10.0,psk,50000.0,50000.0,0.0,53.172,pass
corpus,qpsk_10dB_8008,qpsk,psk,10.0,fsk,50000.0,50000.0,0.0,29.335,pass
corpus,qpsk_13dB_2009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,71.231,pass
corpus,qpsk_13dB_2009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.719,pass
corpus,qpsk_13dB_3009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,65.022,pass
corpus,qpsk_13dB_3009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.27,pass
corpus,qpsk_13dB_4009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,65.177,pass
corpus,qpsk_13dB_4009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,37.306,pass
corpus,qpsk_13dB_5009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,63.839,pass
corpus,qpsk_13dB_5009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,37.636,pass
corpus,qpsk_13dB_6009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,63.362,pass
corpus,qpsk_13dB_6009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,38.636,pass
corpus,qpsk_13dB_7009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,64.46,pass
corpus,qpsk_13dB_7009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,38.702,pass
corpus,qpsk_13dB_8009,qpsk,psk,13.0,psk,50000.0,50000.0,0.0,64.219,pass
corpus,qpsk_13dB_8009,qpsk,psk,13.0,fsk,50000.0,50000.0,0.0,39.64,pass
corpus,qpsk_15dB_2010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,69.297,pass
corpus,qpsk_15dB_2010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,42.274,pass
corpus,qpsk_15dB_3010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,69.816,pass
corpus,qpsk_15dB_3010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,44.415,pass
corpus,qpsk_15dB_4010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,71.07,pass
corpus,qpsk_15dB_4010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,44.906,pass
corpus,qpsk_15dB_5010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,74.231,pass
corpus,qpsk_15dB_5010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,45.695,pass
corpus,qpsk_15dB_6010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,68.353,pass
corpus,qpsk_15dB_6010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,44.024,pass
corpus,qpsk_15dB_7010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,67.015,pass
corpus,qpsk_15dB_7010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,44.403,pass
corpus,qpsk_15dB_8010,qpsk,psk,15.0,psk,50000.0,50000.0,0.0,69.704,pass
corpus,qpsk_15dB_8010,qpsk,psk,15.0,fsk,50000.0,50000.0,0.0,45.229,pass
corpus,qpsk_20dB_2011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,80.314,pass
corpus,qpsk_20dB_2011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,59.922,pass
corpus,qpsk_20dB_3011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,77.583,pass
corpus,qpsk_20dB_3011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,55.355,pass
corpus,qpsk_20dB_4011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,81.235,pass
corpus,qpsk_20dB_4011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,57.229,pass
corpus,qpsk_20dB_5011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,84.926,pass
corpus,qpsk_20dB_5011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,58.798,pass
corpus,qpsk_20dB_6011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,83.657,pass
corpus,qpsk_20dB_6011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,58.085,pass
corpus,qpsk_20dB_7011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,84.788,pass
corpus,qpsk_20dB_7011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,58.558,pass
corpus,qpsk_20dB_8011,qpsk,psk,20.0,psk,50000.0,50000.0,0.0,83.05,pass
corpus,qpsk_20dB_8011,qpsk,psk,20.0,fsk,50000.0,50000.0,0.0,58.176,pass
corpus,qpsk_4dB_2006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,30.25,pass
corpus,qpsk_4dB_2006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,13.284,pass
corpus,qpsk_4dB_3006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,30.437,pass
corpus,qpsk_4dB_3006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,14.384,pass
corpus,qpsk_4dB_4006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,28.578,pass
corpus,qpsk_4dB_4006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,14.176,pass
corpus,qpsk_4dB_5006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,28.764,pass
corpus,qpsk_4dB_5006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,14.998,pass
corpus,qpsk_4dB_6006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,28.309,pass
corpus,qpsk_4dB_6006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,12.136,pass
corpus,qpsk_4dB_7006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,30.387,pass
corpus,qpsk_4dB_7006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,16.154,pass
corpus,qpsk_4dB_8006,qpsk,psk,4.0,psk,50000.0,50000.0,0.0,28.272,pass
corpus,qpsk_4dB_8006,qpsk,psk,4.0,fsk,50000.0,50000.0,0.0,14.029,pass
corpus,qpsk_8dB_2007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,46.062,pass
corpus,qpsk_8dB_2007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,25.653,pass
corpus,qpsk_8dB_3007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,43.808,pass
corpus,qpsk_8dB_3007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,23.741,pass
corpus,qpsk_8dB_4007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,44.434,pass
corpus,qpsk_8dB_4007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,25.925,pass
corpus,qpsk_8dB_5007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,45.633,pass
corpus,qpsk_8dB_5007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,25.352,pass
corpus,qpsk_8dB_6007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,45.487,pass
corpus,qpsk_8dB_6007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,23.236,pass
corpus,qpsk_8dB_7007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,45.35,pass
corpus,qpsk_8dB_7007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,25.528,pass
corpus,qpsk_8dB_8007,qpsk,psk,8.0,psk,50000.0,50000.0,0.0,46.033,pass
corpus,qpsk_8dB_8007,qpsk,psk,8.0,fsk,50000.0,50000.0,0.0,25.238,pass
noise-80000,draw0,,,,psk,67976.38,,,4.304,fail
noise-80000,draw0,,,,fsk,9384.16,,,3.631,fail
noise-80000,draw1,,,,psk,10041.81,,,3.685,fail
noise-80000,draw1,,,,fsk,6649.78,,,3.462,fail
noise-80000,draw2,,,,psk,66566.47,,,3.944,fail
noise-80000,draw2,,,,fsk,66157.53,,,4.477,fail
noise-80000,draw3,,,,psk,16799.93,,,3.781,fail
noise-80000,draw3,,,,fsk,7156.37,,,3.505,fail
noise-80000,draw4,,,,psk,37368.77,,,3.93,fail
noise-80000,draw4,,,,fsk,28297.42,,,3.608,fail
noise-80000,draw5,,,,psk,9088.13,,,3.845,fail
noise-80000,draw5,,,,fsk,1344.3,,,3.854,fail
noise-80000,draw6,,,,psk,12519.84,,,3.906,fail
noise-80000,draw6,,,,fsk,15287.78,,,3.807,fail
noise-80000,draw7,,,,psk,888.06,,,4.022,fail
noise-80000,draw7,,,,fsk,4647.83,,,3.959,fail
noise-80000,draw8,,,,psk,23985.29,,,3.825,fail
noise-80000,draw8,,,,fsk,9010.31,,,3.954,fail
noise-80000,draw9,,,,psk,1333.62,,,3.727,fail
noise-80000,draw9,,,,fsk,9829.71,,,4.067,fail
noise-80000,draw10,,,,psk,64041.14,,,4.162,fail
noise-80000,draw10,,,,fsk,38861.08,,,4.177,fail
noise-80000,draw11,,,,psk,72236.63,,,3.659,fail
noise-80000,draw11,,,,fsk,2137.76,,,4.092,fail
noise-80000,draw12,,,,psk,53625.49,,,4.149,fail
noise-80000,draw12,,,,fsk,1841.74,,,3.75,fail
noise-80000,draw13,,,,psk,24118.04,,,3.957,fail
noise-80000,draw13,,,,fsk,23112.49,,,4.049,fail
noise-80000,draw14,,,,psk,58723.45,,,3.9,fail
noise-80000,draw14,,,,fsk,13908.39,,,4.014,fail
noise-80000,draw15,,,,psk,8091.74,,,4.157,fail
noise-80000,draw15,,,,fsk,12754.82,,,3.861,fail
noise-80000,draw16,,,,psk,78723.14,,,4.274,fail
noise-80000,draw16,,,,fsk,38024.9,,,4.075,fail
noise-80000,draw17,,,,psk,33479.31,,,4.048,fail
noise-80000,draw17,,,,fsk,3709.41,,,3.311,fail
noise-80000,draw18,,,,psk,51261.9,,,4.204,fail
noise-80000,draw18,,,,fsk,34196.47,,,4.393,fail
noise-80000,draw19,,,,psk,19529.72,,,4.094,fail
noise-80000,draw19,,,,fsk,59561.16,,,4.298,fail
noise-80000,draw20,,,,psk,30412.29,,,3.734,fail
noise-80000,draw20,,,,fsk,3657.53,,,3.382,fail
